sort,family_scientific,family_english,common_name,scientific_name,AM,AMR,E,EX,HIST,IO,MM,N,NR,NRR,OM,PM,PMR,RAR,RS,SO,VIO,VM,VN,VO,VP,VSO,VSA,water_bird,strict_water_bird,sort_1996,sort_2009,avibaseid,entry_checklist_of_kenya,note_2009,note_2019
369,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Booted Eagle,Hieraaetus pennatus,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,153,184,avibase-4B8CC285,Booted Eagle Hieraaetus pennatus PM,,
370,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Ayres’s Hawk Eagle,Hieraaetus ayresii,,,,,,,,,,,,,,,,,,,,,,,,,,154,185,avibase-7DF00403,Ayres’s Hawk Eagle Hieraaetus ayresii,,
371,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Lizard Buzzard,Kaupifalco monogrammicus,,,,,,,,,,,,,,,,,,,,,,,,,,137,170,avibase-3EEB66ED,Lizard Buzzard Kaupifalco monogrammicus,,
372,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Dark Chanting Goshawk,Melierax metabates,,,,,,,,,,,,,,,,,,,,,,,,,,123,159,avibase-D2AFD39B,Dark Chanting Goshawk Melierax metabates,,
373,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Eastern Chanting Goshawk,Melierax poliopterus,,,,,,,,,,,,,,,,,,,,,,,,,,124,160,avibase-FA3A1F20,Eastern Chanting Goshawk Melierax poliopterus,Called the Eastern Pale Chanting Goshawk in the 1996 list,
374,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Gabar Goshawk,Micronisus gabar,,,,,,,,,,,,,,,,,,,,,,,,,,122,161,avibase-922DE9C1,Gabar Goshawk Micronisus gabar,,
375,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Western Marsh Harrier,Circus aeruginosus,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,121,154,avibase-E2A19474,Western Marsh Harrier Circus aeruginosus PM,,
376,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",African Marsh Harrier,Circus ranivorus,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,120,155,avibase-2A2C169B,African Marsh Harrier Circus ranivorus ,,
377,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Pallid Harrier,Circus macrourus,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,118,156,avibase-22647E26,Pallid Harrier Circus macrourus PM,,
378,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Montagu’s Harrier,Circus pygargus,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,119,157,avibase-63B6412E,Montagu’s Harrier Circus pygargus PM,,
379,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",African Goshawk,Accipiter tachiro,,,,,,,,,,,,,,,,,,,,,,,,,,125,162,avibase-35A1472C,African Goshawk Accipiter tachiro,,
380,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Shikra,Accipiter badius,,,,,,,,,,,,,,,,,,,,,,,,,,127,163,avibase-1A0ECB6E,Shikra Accipiter badius,,
381,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Levant Sparrowhawk,Accipiter brevipes,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,128,164,avibase-8492E4B7,Levant Sparrowhawk Accipiter brevipes PM,,
382,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Little Sparrowhawk,Accipiter minullus,,,,,,,,,,,,,,,,,,,,,,,,,,130,165,avibase-CE1CF6FD,Little Sparrowhawk Accipiter minullus,,
383,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Ovambo Sparrowhawk,Accipiter ovampensis,,,,,,,,,,,,,,,,,,,,,,,,,,131,166,avibase-BAE91683,Ovambo Sparrowhawk Accipiter ovampensis,Called Ovambo Sparrowhawk in the 1996 list,
384,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Eurasian Sparrowhawk,Accipiter nisus,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,132,167,avibase-DB376A66,Eurasian Sparrowhawk Accipiter nisus PM,,
385,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Rufous-breasted Sparrowhawk,Accipiter rufiventris,,,,,,,,,,,,,,,,,,,,,,,,,,133,168,avibase-EC0E680F,Rufous-breasted Sparrowhawk Accipiter rufiventris,,
386,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Great (Black) Sparrowhawk,Accipiter melanoleucus,,,,,,,,,,,,,,,,,,,,,,,,,,134,169,avibase-819AB823,Great (Black) Sparrowhawk Accipiter melanoleucus,Sometimes called Black Sparrowhawk (as it is in southern Africa),
387,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",African Fish Eagle,Haliaeetus vocifer,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,143,138,avibase-A19B0CF4,African Fish Eagle Haliaeetus vocifer,,
388,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Black Kite,Milvus migrans,,,,,,,,,,,,,,,,,,,,,,,,,,102,137,avibase-06D9A2C8,Black Kite Milvus migrans,,
388.1,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Black Kite,Milvius migrans migrans,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,avibase-C1C255AA,Black Kite M. m. migrans pm,,
388.2,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Yellow-billed Kite,Milvius (migrans) aegyptius,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,avibase-EE9C6A5E,Yellow-billed Kite M. (m.) aegyptius am,,
388.3,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Eastern Black Kite,Milvius migrans migrans x Milvius migrans lineatus intergrade,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,avibase-A691B378,Eastern Black Kite M.m. migrans x M.m. lineatus intergrade Rar.,,"(See Forsman, 2016)"
389,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Grasshopper Buzzard,Butastur rufipennis,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,136,171,avibase-45A1D850,Grasshopper Buzzard Butastur rufipennis AM,,
390,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Common Buzzard,Buteo buteo,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,138,172,avibase-3C0C325D,Common (Steppe) Buzzard Buteo buteo  PM,,"The race in Kenya is vulpinus, usually known as Steppe Buzzard"
390.1,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",(Common) Steppe Buzzard,Buteo buteo (race vulpinus),,,,,,,,,,,,TRUE,,,,,,,,,,,,,,138,172,avibase-02AD152F,Common (Steppe) Buzzard Buteo buteo  PM,,"The race in Kenya is vulpinus, usually known as Steppe Buzzard"
391,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Mountain Buzzard,Buteo oreophilus,,,,,,,,,,,,,,,,,,,,,,,,,,139,173,avibase-5BFEFD9A,Mountain Buzzard Buteo oreophilus,,
392,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Long-legged Buzzard,Buteo rufinus,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,140,174,avibase-CC65921F,Long-legged Buzzard Buteo rufinus PM,,
393,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Augur Buzzard,Buteo augur,,,,,,,,,,,,,,,,,,,,,,,,,,142,175,avibase-EBDC03AA,Augur Buzzard Buteo augur,,
394,Tytonidae,Barn Owl,(African) Grass Owl,Tyto capensis,,,,,,,,,,,,,,,,,,,,,,,,,,428,391,avibase-B21A37E7,(African) Grass Owl Tyto capensis,,
395,Tytonidae,Barn Owl,Barn Owl,Tyto alba,,,,,,,,,,,,,,,,,,,,,,,,,,429,392,avibase-FEE35F4C,Barn Owl Tyto alba,,
396,Strigidae,Tytonidae,Pearl-spotted Owlet,Glaucidium perlatum,,,,,,,,,,,,,,,,,,,,,,,,,,441,404,avibase-70CB00EC,Pearl-spotted Owlet Glaucidium perlatum,,
397,Strigidae,Tytonidae,Red-chested Owlet,Glaucidium tephronotum,,,,,,,,,,,,,,,,,,,,,,,,,,442,405,avibase-E05A96F3,Red-chested Owlet Glaucidium tephronotum,,
398,Strigidae,Tytonidae,African Barred Owlet,Glaucidium capense,,,,,,,,,,,,,,,,,,,,,,,,,,443,406,avibase-77FEB897,African Barred Owlet Glaucidium capense,,
399,Strigidae,Tytonidae,Sokoke Scops Owl,Otus ireneae,,,,,,,,,,,,,,,,,,,,,,,,,,430,393,avibase-75194A63,Sokoke Scops Owl Otus ireneae ,,
400,Strigidae,Tytonidae,African Scops Owl,Otus senegalensis,,,,,,,,,,,,,,,,,,,,,,,,,,432,394,avibase-F0AA4FE4,African Scops Owl Otus senegalensis,,
401,Strigidae,Tytonidae,Eurasian Scops Owl,Otus scops,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,431,395,avibase-2C7AA154,Eurasian Scops Owl Otus scops PM,,
402,Strigidae,Tytonidae,Northern White-faced (Scops) Owl,Ptilopsis leucotis,,,,,,,,,,,,,,,,,,,,,,,,,,434,396,avibase-E561A180,Northern White-faced (Scops) Owl Ptilopsis leucotis,The 1996 list included this and the next species in Otus leucotis,
403,Strigidae,Tytonidae,Southern White-faced (Scops) Owl,Ptilopsis granti,,,,,,,,,,,,,,,,,,,,,,,,,,434,397,avibase-023D6E38,Southern White-faced (Scops) Owl Ptilopsis granti,See note above,
404,Strigidae,Tytonidae,African Long-eared (Abyssinian) Owl,Asio abyssinicus,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,445,407,avibase-250123FB,African Long-eared (Abyssinian) Owl Asio abyssinicus Rar.,"Sole confirmed record is of one collected 10 September 1961 at 3350 m, Mt Kenya. Called the African Longeared Owl in the 1996 list",
405,Strigidae,Tytonidae,Short-eared Owl,Asio flammeus,,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,446,408,avibase-8F123A11,Short-eared Owl Asio flammeus VP,,
406,Strigidae,Tytonidae,Marsh Owl,Asio capensis,,,,,,,,,,,,,,,,,,,,,,,,,,447,409,avibase-83E21A84,Marsh Owl Asio capensis,,
407,Strigidae,Tytonidae,African Wood Owl,Strix woodfordii,,,,,,,,,,,,,,,,,,,,,,,,,,444,403,avibase-2E6575A8,African Wood Owl Strix woodfordii,,
408,Strigidae,Tytonidae,Cape Eagle-Owl,Bubo capensis,,,,,,,,,,,,,,,,,,,,,,,,,,435,398,avibase-3CD0F535,Cape Eagle Owl Bubo capensis,,
409,Strigidae,Tytonidae,Spotted Eagle Owl,Bubo africanus,,,,,,,,,,,,,,,,,,,,,,,,,,436,399,avibase-38E24616,Spotted Eagle Owl Bubo africanus,,
409.1,Strigidae,Tytonidae,Spotted Eagle Owl,Bubo africanus,,,,,,,,,,,,,,,,,,,,,,,,,,,,avibase-DC8CC91D,Spotted Eagle Owl B. africanus,,
409.2,Strigidae,Tytonidae,Greyish Eagle Owl,Bubo (africanus) cinerascens,,,,,,,,,,,,,,,,,,,,,,,,,,436,400,avibase-0018A99B,Greyish Eagle Owl B. (a.) cinerascens,,
410,Strigidae,Tytonidae,Verreaux's Eagle Owl,Bubo lacteus,,,,,,,,,,,,,,,,,,,,,,,,,,439,401,avibase-EBD3129B,Verreaux’s Eagle Owl Bubo lacteus,,
411,Strigidae,Tytonidae,Pel's Fishing-Owl,Scotopelia peli,,,,,,,,,,,,,,,,,,,,,,,,,,440,402,avibase-034B2A6A,Pel’s Fishing Owl Scotopelia peli,,
412,Coliidae,Mousebirds,Speckled Mousebird,Colius striatus (race kikuyuensis),,,TRUE,,,,,,,,,,,,,,,,,,,,,,,480,439,avibase-1FDDABDB,Speckled Mousebird Colius striatus (race kikuyuensis E),,
413,Coliidae,Mousebirds,White-headed Mousebird,Colius leucocephalus (race turneri),,,TRUE,,,,,,,,,,,,,,,,,,,,,,,481,440,avibase-ADDB3611,White-headed Mousebird Colius leucocephalus (race turneri E),Colius leucocephalus turneri E,
414,Coliidae,Mousebirds,Blue-naped Mousebird,Urocolius macrourus,,,,,,,,,,,,,,,,,,,,,,,,,,482,441,avibase-E45D9EB2,Blue-naped Mousebird Urocolius macrourus,Sometimes called Black Sparrowhawk (as it is in southern Africa),
415,Trogonidae,Trogons,Narina Trogon,Apaloderma narina,,,,,,,,,,,,,,,,,,,,,,,,,,484,442,avibase-7FED5700,Narina Trogon Apaloderma narina,,
416,Trogonidae,Trogons,Bar-tailed Trogon,Apaloderma vittatum,,,,,,,,,,,,,,,,,,,,,,,,,,485,443,avibase-2F2CB724,Bar-tailed Trogon Apaloderma vittatum,,
417,Bucerotidae,Hornbills,Abyssinian Ground Hornbill,Bucorvus abyssinicus,,,,,,,,,,,,,,,,,,,,,,,,,,534,492,avibase-948ED65C,Abyssinian Ground Hornbill Bucorvus abyssinicus,,Formerly listed under Bucorvidae
418,Bucerotidae,Hornbills,Southern Ground Hornbill,Bucorvus leadbeateri,,,,,,,,,,,,,,,,,,,,,,,,,,533,493,avibase-4192DE77,Southern Ground Hornbill Bucorvus leadbeateri,,Formerly listed under Bucorvidae
419,Bucerotidae,Hornbills,Crowned Hornbill,Lophoceros alboterminatus,,,,,,,,,,,,,,,,,,,,,,,,,,543,482,avibase-1FDA0172,Crowned Hornbill Lophoceros alboterminatus,,
420,Bucerotidae,Hornbills,Hemprich's Hornbill,Lophoceros hemprichii,,,,,,,,,,,,,,,,,,,,,,,,,,542,483,avibase-6D72B23C,Hemprich’s Hornbill Lophoceros hemprichii,,
421,Bucerotidae,Hornbills,African Grey Hornbill,Lophoceros nasutus,,,,,,,,,,,,,,,,,,,,,,,,,,545,484,avibase-0CCD664D,African Grey Hornbill Lophoceros nasutus,,
422,Bucerotidae,Hornbills,(Northern) Red-billed Hornbill,Tockus erythrorhynchus,,,,,,,,,,,,,,,,,,,,,,,,,,538,485,avibase-AF75AC32,(Northern) Red-billed Hornbill Tockus erythrorhynchus,,
423,Bucerotidae,Hornbills,Eastern Yellow-billed Hornbill,Tockus flavirostris,,,,,,,,,,,,,,,,,,,,,,,,,,539,486,avibase-3BCD9CB0,Eastern Yellow-billed Hornbill Tockus flavirostris,,
424,Bucerotidae,Hornbills,Von der Decken's Hornbill,Tockus deckeni,,,,,,,,,,,,,,,,,,,,,,,,,,540,487,avibase-DE36D3BD,Von der Decken’s Hornbill Tockus deckeni,,
425,Bucerotidae,Hornbills,Jackson's Hornbill,Tockus jacksoni,,,,,,,,,,,,,,,,,,,,,,,,,,541,488,avibase-427D7FD6,Jackson’s Hornbill Tockus jacksoni,,
426,Bucerotidae,Hornbills,Trumpeter Hornbill,Bycanistes bucinator,,,,,,,,,,,,,,,,,,,,,,,,,,547,489,avibase-3A4D2B44,Trumpeter Hornbill Bycanistes bucinator,,
427,Bucerotidae,Hornbills,Black-and-white Casqued Hornbill,Bycanistes subcylindricus,,,,,,,,,,,,,,,,,,,,,,,,,,550,490,avibase-02428AC1,Black-and-white Casqued Hornbill Bycanistes subcylindricus,"Called Black-and-white-casqued Hornbill, in the 1996 list",
428,Bucerotidae,Hornbills,Silvery-cheeked Hornbill,Bycanistes brevis,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,549,491,avibase-5350D0E8,Silvery-cheeked Hornbill Bycanistes brevis N,,
429,Upupidae,Hoopoe,Hoopoe,Upupa epops,,,,,,,,,,,,,,,,,,,,,,,,,,524,474,avibase-FA2F9125,Hoopoe Upupa epops,,
429.1,Upupidae,Hoopoe,Eurasian Hoopoe ,Upupa epops epops ,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,avibase-F4D0DB8E,Eurasian Hoopoe U. e. epops PM,,
429.2,Upupidae,Hoopoe,Eurasian Hoopoe ,Upupa epops waibeli ,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,avibase-66F40AD0,Eurasian Hoopoe U. e. waibeli am,,
429.3,Upupidae,Hoopoe,African Hoopoe,Upupa (epops) africana ,,,,,,,,,,,,,,,,,,,,,,,,,,,,avibase-E4573453,African Hoopoe U. (e.) africana ,,
430,Upupidae,Hoopoe,Forest Wood-hoopoe,Phoeniculus castaneiceps,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,526,475,avibase-8CC7216A,Forest Wood-hoopoe Phoeniculus castaneiceps Hist. Ex,,Formerly listed under Phoenicilidae
431,Upupidae,Hoopoe,White-headed Wood-hoopoe,Phoeniculus bollei,,,,,,,,,,,,,,,,,,,,,,,,,,525,476,avibase-D1FFB474,White-headed Wood-hoopoe Phoeniculus bollei,,Formerly listed under Phoenicilidae
432,Upupidae,Hoopoe,Green Wood-hoopoe,Phoeniculus purpureus,,,,,,,,,,,,,,,,,,,,,,,,,,527,477,avibase-28CACA8F,Green Wood-hoopoe Phoeniculus purpureus,,Formerly listed under Phoenicilidae
433,Upupidae,Hoopoe,Black-billed Wood-hoopoe,Phoeniculus somaliensis,,,,,,,,,,,,,,,,,,,,,,,,,,528,478,avibase-68A80086,Black-billed Wood-hoopoe Phoeniculus somaliensis,,Formerly listed under Phoenicilidae
434,Upupidae,Hoopoe,Violet Wood-Hoopoe,Phoeniculus damarensis,,,,,,,,,,,,,,,,,,,,,,,,,,529,479,avibase-76FAC9A5,Violet Wood-hoopoe Phoeniculus damarensis,,Formerly listed under Phoenicilidae
435,Upupidae,Hoopoe,Common Scimitarbill,Rhinopomastus cyanomelas,,,,,,,,,,,,,,,,,,,,,,,,,,530,480,avibase-B0DD1318,Common Scimitarbill Rhinopomastus cyanomelas,,Formerly listed under Phoenicilidae
436,Upupidae,Hoopoe,Abyssinian Scimitarbill,Rhinopomastus minor,,,,,,,,,,,,,,,,,,,,,,,,,,532,481,avibase-46847C50,Abyssinian Scimitarbill Rhinopomastus minor,,Formerly listed under Phoenicilidae
437,Indicatoridae,Honeyguides,Cassin's Honeybird,Prodotiscus insignis,,,,,,,,,,,,,,,,,,,,,,,,,,595,516,avibase-7884F0D6,Cassin’s Honeybird Prodotiscus insignis,,
438,Indicatoridae,Honeyguides,Green-backed Honeybird,Prodotiscus zambesiae,,,,,,,,,,,,,,,,,,,,,,,,,,596,517,avibase-B20CDCE3,Green-backed Honeybird Prodotiscus zambesiae,Called the Eastern Honeybird in the 1996 list,
439,Indicatoridae,Honeyguides,Wahlberg's Honeybird,Prodotiscus regulus,,,,,,,,,,,,,,,,,,,,,,,,,,597,518,avibase-8DB3F1A2,Wahlberg’s Honeybird Prodotiscus regulus,,
440,Indicatoridae,Honeyguides,Pallid Honeyguide,Indicator meliphilus,,,,,,,,,,,,,,,,,,,,,,,,,,592,519,avibase-5B74A911,Pallid Honeyguide Indicator meliphilus,,
441,Indicatoridae,Honeyguides,Least Honeyguide,Indicator exilis,,,,,,,,,,,,,,,,,,,,,,,,,,589,520,avibase-BFF3AA65,Least Honeyguide Indicator exilis,,
441.1,Indicatoridae,Honeyguides,Lesser Honeyguide,Indicator minor,,,,,,,,,,,,,,,,,,,,,,,,,,587,521,avibase-50F3668C,Lesser Honeyguide Indicator minor,,
441.2,Indicatoridae,Honeyguides,Lesser Honeyguide,Indicator minor,,,,,,,,,,,,,,,,,,,,,,,,,,,,avibase-E9ED7248,Lesser Honeyguide I. minor,Includes Thick-billed Honeyguide Indicator minor conirsotris which was treated as a separate species in the 1996 list,
441.3,Indicatoridae,Honeyguides,Thick-billed Honeyguide,Iindicator (minor) conirostris,,,,,,,,,,,,,,,,,,,,,,,,,,,,avibase-0AC6CF82,Thick-billed Honeyguide I. (m.) conirostris,,
442,Indicatoridae,Honeyguides,Scaly-throated Honeyguide,Indicator variegatus,,,,,,,,,,,,,,,,,,,,,,,,,,585,522,avibase-7EF4C99C,Scaly-throated Honeyguide Indicator variegatus,,
443,Indicatoridae,Honeyguides,Greater Honeyguide,Indicator indicator,,,,,,,,,,,,,,,,,,,,,,,,,,586,523,avibase-862749B0,Greater Honeyguide Indicator indicator,,
444,Picidae,Wrynecks and Woodpeckers,Eurasian Wryneck,Jynx torquilla,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,598,524,avibase-B2E6AB9F,Eurasian Wryneck Jynx torquilla PM,Near Threatened,
445,Picidae,Wrynecks and Woodpeckers,Red-throated Wryneck,Jynx ruficollis,,,,,,,,,,,,,,,,,,,,,,,,,,599,525,avibase-93EC5E12,Red-throated Wryneck Jynx ruficollis,,The genus Pardipicus follows Dowsett (pers. comm.) and Turner (in prep)
446,Picidae,Wrynecks and Woodpeckers,Buff-spotted Woodpecker,Pardipicus nivosus,,,,,,,,,,,,,,,,,,,,,,,,,,607,532,avibase-02E56D98,Buff-spotted Woodpecker Pardipicus nivosus,,
447,Picidae,Wrynecks and Woodpeckers,Brown-eared Woodpecker,Pardipicus caroli,,,,,,,,,,,,,,,,,,,,,,,,,,608,533,avibase-01C9752D,Brown-eared Woodpecker Pardipicus caroli,,
448,Picidae,Wrynecks and Woodpeckers,Nubian Woodpecker,Campethera nubica,,,,,,,,,,,,,,,,,,,,,,,,,,601,526,avibase-70170649,Nubian Woodpecker Campethera nubica,,
449,Picidae,Wrynecks and Woodpeckers,Golden-tailed Woodpecker,Campethera abingoni,,,,,,,,,,,,,,,,,,,,,,,,,,603,527,avibase-CD2F7C98,Golden-tailed Woodpecker Campethera abingoni,,
450,Picidae,Wrynecks and Woodpeckers,Mombasa Woodpecker,Campethera mombassica,,,,,,,,,,,,,,,,,,,,,,,,,,604,528,avibase-BA63C545,Mombasa Woodpecker Campethera mombassica,,
451,Picidae,Wrynecks and Woodpeckers,Green-backed Woodpecker,Campethera cailliautii,,,,,,,,,,,,,,,,,,,,,,,,,,605,529,avibase-BD7C4F70,Green-backed Woodpecker Campethera cailliautii,,
452,Picidae,Wrynecks and Woodpeckers,Reichenow’s (Speckle-throated) Woodpecker,Campethera scriptoricauda,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,602,530,avibase-C5585051,Reichenow’s (Speckle-throated) Woodpecker Campethera scriptoricauda Hist. Ex,,In the 2009 Checklist it was referred to as Bennett’s Woodpecker C. bennettii
453,Picidae,Wrynecks and Woodpeckers,Fine-banded Woodpecker,Campethera taeniolaema (race hausbergi),,,TRUE,,,,,,,,,,,,,,,,,,,,,,,606,531,avibase-D0A5FADB,Fine-banded Woodpecker Campethera taeniolaema (race hausbergi E),,
454,Picidae,Wrynecks and Woodpeckers,Speckle-breasted Woodpecker,Dendropicos poecilolaemus,,,,,,,,,,,,,,,,,,,,,,,,,,609,534,avibase-739A97EE,Speckle-breasted Woodpecker Dendropicos poecilolaemus,,
455,Picidae,Wrynecks and Woodpeckers,Cardinal Woodpecker,Dendropicos fuscescens,,,,,,,,,,,,,,,,,,,,,,,,,,610,535,avibase-0A241B83,Cardinal Woodpecker Dendropicos fuscescens,IO,
456,Picidae,Wrynecks and Woodpeckers,African Grey Woodpecker,Mesopicus goertae,,,,,,,,,,,,,,,,,,,,,,,,,,616,538,avibase-E5DF48FC,African Grey Woodpecker Mesopicus goertae,,
457,Picidae,Wrynecks and Woodpeckers,Eastern Grey (Grey-headed) Woodpecker,Mesopicus spodocephalus ,,,,,,,,,,,,,,,,,,,,,,,,,,,,avibase-902E9F69,Eastern Grey (Grey-headed) Woodpecker Mesopicus spodocephalus ,,
458,Picidae,Wrynecks and Woodpeckers,Brown-backed Woodpecker,Mesopicus obsoletus,,,,,,,,,,,,,,,,,,,,,,,,,,618,539,avibase-9FF4EDB5,Brown-backed Woodpecker Mesopicus obsoletus,This and the next two species were in Hieraaetus in the 1996 list,
459,Picidae,Wrynecks and Woodpeckers,Bearded Woodpecker,Chloropicos namaquus,,,,,,,,,,,,,,,,,,,,,,,,,,613,536,avibase-77D82F60,Bearded Woodpecker Chloropicos namaquus,,
460,Picidae,Wrynecks and Woodpeckers,Yellow-crested Woodpecker,Chloropicos xantholophus,,,,,,,,,,,,,,,,,,,,,,,,,,614,537,avibase-2700C97D,Yellow-crested Woodpecker Chloropicos xantholophus,,
461,Rhamphastidae (Lybiinae),Barbets and Tinkerbirds,Red-and-yellow Barbet,Trachyphonus erythrocephalus,,,,,,,,,,,,,,,,,,,,,,,,,,552.5,493.5,avibase-570C1121,Red-and-yellow Barbet Trachyphonus erythrocephalus,,
462,Rhamphastidae (Lybiinae),Barbets and Tinkerbirds,D'Arnaud's Barbet,Trachyphonus darnaudii,,,,,,,,,,,,,,,,,,,,,,,,,,583,515,avibase-1953C1D6,D’Arnaud’s Barbet Trachyphonus darnaudii,"Some authors formerly considered the race usambiro as a separate species, the Usambiro Barbet",
462.1,Rhamphastidae (Lybiinae),Barbets and Tinkerbirds,D'Arnaud's Barbet,Trachyphonus darnaudii,,,,,,,,,,,,,,,,,,,,,,,,,,,,avibase-E6D52EF7,D’Arnaud’s Barbet T. darnaudii,,
462.2,Rhamphastidae (Lybiinae),Barbets and Tinkerbirds,Usambiro Barbet,Trachyphonus (darnaudii) usambiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,avibase-55E9B668,Usambiro Barbet T. (d.) usambiro,,
463,Rhamphastidae (Lybiinae),Barbets and Tinkerbirds,Yellow-spotted Barbet,Buccanodon duchaillui,,,,,,,,,,,,,,,,,,,,,,,,,,566,503,avibase-56790B57,Yellow-spotted Barbet Buccanodon duchaillui,,
464,Rhamphastidae (Lybiinae),Barbets and Tinkerbirds,Green Barbet,Cryptolybia olivacea,,,,,,,,,,,,,,,,,,,,,,,,,,556,496,avibase-4568986F,Green Barbet Cryptolybia olivacea,,
465,Rhamphastidae (Lybiinae),Barbets and Tinkerbirds,Grey-throated (Grey-headed) Barbet,Gymnobucco bonapartei (race cinereiceps),,,,,,,,,,,,,,,,,,,,,,,,,,553,494,avibase-95054CA5,Grey-throated (Grey-headed) Barbet Gymnobucco bonapartei ,,"Race in Kenya is cinereiceps. Should cinereiceps be accepted as a separate species, English name will become Grey-headed Barbet"
466,Rhamphastidae (Lybiinae),Barbets and Tinkerbirds,White-eared Barbet,Stactolaema leucotis,,,,,,,,,,,,,,,,,,,,,,,,,,554,495,avibase-6C81D39B,White-eared Barbet Stactolaema leucotis,,
467,Rhamphastidae (Lybiinae),Barbets and Tinkerbirds,Speckled Tinkerbird,Pogoniulus scolopaceus,,,,,,,,,,,,,,,,,,,,,,,,,,557,497,avibase-EEA161A8,Speckled Tinkerbird Pogoniulus scolopaceus Ex,,
468,Rhamphastidae (Lybiinae),Barbets and Tinkerbirds,Green Tinkerbird,Pogoniulus simplex,,,,,,,,,,,,,,,,,,,,,,,,,,559,498,avibase-5238FF10,Green Tinkerbird Pogoniulus simplex,,
469,Rhamphastidae (Lybiinae),Barbets and Tinkerbirds,Moustached Tinkerbird,Pogoniulus leucomystax,,,,,,,,,,,,,,,,,,,,,,,,,,560,499,avibase-7BEB0003,Moustached Tinkerbird Pogoniulus leucomystax,Called the Moustached Green Tinkerbird in the 1996 list,
470,Rhamphastidae (Lybiinae),Barbets and Tinkerbirds,Yellow-rumped Tinkerbird,Pogoniulus bilineatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,avibase-7749C92B,"Lemon-rumped Tinkerbird Pogoniulus leucolaimus (Nwankwo et al., 2018)",,In the 2009 checklist it was referred to as Yellow-rumped Tinkerbird P. bilineatus
470.1,Rhamphastidae (Lybiinae),Barbets and Tinkerbirds,Lemon-rumped Tinkerbird,Pogoniulus leucolaimus,,,,,,,,,,,,,,,,,,,,,,,,,,,,avibase-6B28B3A1,"Lemon-rumped Tinkerbird Pogoniulus leucolaimus (Nwankwo et al., 2018)",,In the 2009 checklist it was referred to as Yellow-rumped Tinkerbird P. bilineatus
