sort,family_scientific,family_english,common_name,scientific_name,AM,AMR,E,EX,HIST,IO,MM,N,NR,NRR,OM,PM,PMR,RAR,RS,SO,VIO,VM,VN,VO,VP,VSO,VSA,water_bird,strict_water_bird,sort_1996,sort_2009,avibaseid,entry_checklist_of_kenya,note_2009,note_2019
259.2,Laridae,"Gulls, Terns and Skimmers",Heuglin’s Gull,Larus (fuscus) heuglini ,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,,,avibase-4592C07E,"Heuglin’s Gull Larus (f.) heuglini PM (Olsen, 2018)",," (Olsen, 2018)"
260,Laridae,"Gulls, Terns and Skimmers",Bridled Tern,Onychoprion anaethetus,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,338,318,avibase-E6518B9D,Bridled Tern Onychoprion anaethetus,Included in Sterna in the 1996 list,
261,Laridae,"Gulls, Terns and Skimmers",Sooty Tern,Onychoprion fuscatus,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,339,319,avibase-3E7F825D,Sooty Tern Onychoprion fuscatus,,
262,Laridae,"Gulls, Terns and Skimmers",Little Tern,Sternula albifrons,,,,,,,,,,,,,,,,,,,,,,,,,,,,avibase-943CDEAC,Little Tern Sternula albifrons,,
262.1,Laridae,"Gulls, Terns and Skimmers",Little Tern,Sternula (albifrons) albifrons,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,340,316,avibase-17310BF0,Little Tern S. albifrons PM,,
262.2,Laridae,"Gulls, Terns and Skimmers",Saunders’s Tern,Sternula (albifrons) saundersi,,,,,,,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,341,317,avibase-4B21F4D8,Saunders’s Tern S. (a.) saundersi RS,,
263,Laridae,"Gulls, Terns and Skimmers",Gull-billed Tern,Gelochelidon nilotica,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,330,308,avibase-87168739,Gull-billed Tern Gelochelidon nilotica PM,,
264,Laridae,"Gulls, Terns and Skimmers",Caspian Tern,Hydroprogne caspia,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,331,309,avibase-BC06BC0D,Caspian Tern Hydroprogne caspia PM,,
265,Laridae,"Gulls, Terns and Skimmers",Whiskered Tern,Chlidonias hybrida,,,,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,TRUE,343,320,avibase-7AB4E42B,Whiskered Tern Chlidonias hybrida (pm),,
266,Laridae,"Gulls, Terns and Skimmers",White-winged Black Tern,Chlidonias leucopterus,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,344,321,avibase-43CAAEE3,White-winged Black Tern Chlidonias leucopterus PM,,
267,Laridae,"Gulls, Terns and Skimmers",Black Tern,Chlidonias niger,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,TRUE,TRUE,345,322,avibase-115AF02D,Black Tern Chlidonias niger VP Rar.,,
268,Laridae,"Gulls, Terns and Skimmers",Lesser Crested Tern,Thalasseus bengalensis,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,333,310,avibase-D01CDECD,Lesser Crested Tern Thalasseus bengalensis AM,,
269,Laridae,"Gulls, Terns and Skimmers",Sandwich Tern,Thalasseus sandvicensis,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,334,311,avibase-F7504353,Sandwich Tern Thalasseus sandvicensis PM,,
270,Laridae,"Gulls, Terns and Skimmers",Greater Crested (Swift) Tern, Thalasseus bergii,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,332,312,avibase-526978C4,Greater Crested (Swift) Tern Thalasseus bergii am ,,Formerly Swift Tern  Sterna bergii 
271,Laridae,"Gulls, Terns and Skimmers",Roseate Tern,Sterna dougallii,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,335,313,avibase-74236837,Roseate Tern Sterna dougallii,,
272,Laridae,"Gulls, Terns and Skimmers",Common Tern,Sterna hirundo,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,336,314,avibase-4D2FF6F1,Common Tern Sterna hirundo PM,,
273,Laridae,"Gulls, Terns and Skimmers",White-cheeked Tern,Sterna repressa,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,337,315,avibase-CF5C013D,White-cheeked Tern Sterna repressa,,
274,Laridae,"Gulls, Terns and Skimmers",Arctic Tern ,Sterna paradisaea,,,,,,,,,,,,,,,,,,,,,TRUE,,,TRUE,TRUE,,,avibase-BDC5CF80,Arctic Tern Sterna paradisaea VP Rar,,
275,Phaethontidae,Tropicbirds,White-tailed Tropicbird,Phaethon lepturus,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,19,98,avibase-1D07B501,White-tailed Tropicbird Phaethon lepturus IO,,
276,Oceanitidae,Southern Storm-petrels,Wilson’s Storm-petrel ,Oceanites oceanicus,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,15,56,avibase-D295D249,Wilson’s Storm-petrel Oceanites oceanicus SO,,
277,Oceanitidae,Southern Storm-petrels,Black-bellied Storm-Petrel,Fregetta tropica,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,TRUE,,,,18,57,avibase-ACE8EADE,Black-bellied Storm-petrel Fregetta tropica VSO NRR Rar.,,
278,Diomedeidae,Albatrosses,Black-browed Albatross,Thalassarche melanophris,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,6,46,avibase-F9FCB9FF,Black-browed Albatross Thalassarche melanophris SO Rar.,,
279,Diomedeidae,Albatrosses,Shy Albatross,Thalassarche cauta,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,7,47,avibase-87797B47,Shy Albatross Thalassarche cauta SO,,
280,Hydrobatidae,Northern Storm-petrels,Leach’s Storm-petrel,Hydrobates leucorhous,,,,,,,,,,TRUE,,,,TRUE,,,,,,,TRUE,,,,,16,58,avibase-C5FB15C6,Leach’s Storm-petrel Hydrobates leucorhous VP NRR Rar.,,
281,Procellariidae,Petrels and Shearwaters,Cape Petrel,Daption capense,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,TRUE,,,,8,48,avibase-AAC2D613,Cape Petrel Daption capense VSO NRR Rar.,,
282,Procellariidae,Petrels and Shearwaters,Antarctic Prion,Pachyptila desolata,,,,,,,,,,TRUE,,,,TRUE,,TRUE,,,,,,,,,,12,49,avibase-105C306C,Antarctic Prion Pachyptila desolata SO NRR Rar.,,
283,Procellariidae,Petrels and Shearwaters,Slender-billed Prion,Pachyptila belcheri,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,TRUE,,,,13,50,avibase-0D885A80,Slender-billed Prion Pachyptila belcheri VSO NRR Rar.,,
284,Procellariidae,Petrels and Shearwaters,White-chinned Petrel,Procellaria aequinoctialis,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,TRUE,,,,9,51,avibase-35EB45A0,White-chinned Petrel Procellaria aequinoctialis VSO NRR Rar.,,
285,Procellariidae,Petrels and Shearwaters,Wedge-tailed Shearwater,Ardenna pacifica,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,10,52,avibase-E94A7272,Wedge-tailed Shearwater Ardenna pacifica IO,,
286,Procellariidae,Petrels and Shearwaters,Sooty Shearwater,Ardenna grisea,,,,,,,,,,,,,,TRUE,,,,,,,,TRUE,,,,11.5,54,avibase-1725B07D,Sooty Shearwater Ardenna grisea VSO Rar.,,
286.1,Procellariidae,Petrels and Shearwaters,Tropical Shearwater,Puffinus bailloni,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,avibase-6DA05B66,Tropical Shearwater Puffinus bailloni IO,,"In 2009 checklist, it was referred to as Audubon’s Shearwater P. lherminieri"
287,Procellariidae,Petrels and Shearwaters,Jouanin’s Petrel,Bulweria fallax,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,14,55,avibase-F501ED18,Jouanin’s Petrel Bulweria fallax VIO NRR,,
288,Ciconiidae,Storks,Marabou Stork,Leptoptilos crumenifer,,,,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,TRUE,58,72,avibase-03C0F97C,Marabou Stork Leptoptilos crumenifer (n),,
289,Ciconiidae,Storks,Yellow-billed Stork,Mycteria ibis,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,60,65,avibase-4F92C892,Yellow-billed Stork Mycteria ibis (am),am,
290,Ciconiidae,Storks,African Open-billed Stork,Anastomus lamelligerus,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,59,66,avibase-0F14ECE4,African Open-billed Stork Anastomus lamelligerus am,,
291,Ciconiidae,Storks,Black Stork,Ciconia nigra,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,54,67,avibase-E2817DAE,Black Stork Ciconia nigra PM,,
292,Ciconiidae,Storks,Abdim's Stork,Ciconia abdimii,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,55,68,avibase-26CD0319,Abdim’s Stork Ciconia abdimii AM,AM,
293,Ciconiidae,Storks,Woolly-necked Stork,Ciconia episcopus,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,56,69,avibase-F76E7B80,Woolly-necked Stork Ciconia episcopus ,,Sometimes split from Asian form as African Woolly-necked Stork C. microscelis
294,Ciconiidae,Storks,White Stork,Ciconia ciconia,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,53,70,avibase-28825494,White Stork Ciconia ciconia PM,,
295,Ciconiidae,Storks,Saddle-billed Stork,Ephippiorhynchus senegalensis,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,57,71,avibase-3D155653,Saddle-billed Stork Ephippiorhynchus senegalensis,,
296,Pelecanidae,Pelicans,Great White Pelican,Pelecanus onocrotalus,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,20,103,avibase-8BAFB01E,Great White Pelican Pelecanus onocrotalus am,,
297,Pelecanidae,Pelicans,Pink-backed Pelican,Pelecanus rufescens,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,21,104,avibase-8D24E93C,Pink-backed Pelican Pelecanus rufescens,,
298,Scopidae,Hamerkop,Hamerkop,Scopus umbretta,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,52,101,avibase-FC10F6ED,Hamerkop Scopus umbretta,,
299,Balaenicipitidae,Shoebill,Shoebill,Balaeniceps rex,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,TRUE,TRUE,31,102,avibase-47C7FDFD,Shoebill Balaeniceps rex NRR. Rar.,,
300,Ardeidae,"Herons, Egrets and Bitterns",Eurasian (Great) Bittern,Botaurus stellaris,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,TRUE,TRUE,,,avibase-0F42F11A,Eurasian (Great) Bittern Botaurus stellaris VP Rar.,,
301,Ardeidae,"Herons, Egrets and Bitterns",Little Bittern,Ixobrychus minutus,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,TRUE,33,79,avibase-7AAD57AC,Little Bittern Ixobrychus minutus am pm,,
302,Ardeidae,"Herons, Egrets and Bitterns",Dwarf Bittern,Ixobrychus sturmii,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,34,80,avibase-87EEBD3E,Dwarf Bittern Ixobrychus sturmii am,am,
303,Ardeidae,"Herons, Egrets and Bitterns",White-backed Night Heron,Gorsachius leuconotus,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,35,81,avibase-3C12AA44,White-backed Night Heron Gorsachius leuconotus,,
304,Ardeidae,"Herons, Egrets and Bitterns",Black-crowned Night Heron,Nycticorax nycticorax,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,TRUE,36,82,avibase-6BB94D7E,Black-crowned Night Heron Nycticorax nycticorax am pm,"am, pm",
305,Ardeidae,"Herons, Egrets and Bitterns",Striated Heron,Butorides striata,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,45,83,avibase-36DF115B,Striated Heron Butorides striata,Called Green-backed Heron B. striatus in the 1996 list; gender change following David & Gosselin (2002b),
306,Ardeidae,"Herons, Egrets and Bitterns",Squacco Heron,Ardeola ralloides,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,TRUE,42,84,avibase-CE73EBD7,Squacco Heron Ardeola ralloides am pm,"am, pm, Called Common Squacco Heron in the 1996 list",
307,Ardeidae,"Herons, Egrets and Bitterns",Madagascar Pond Heron,Ardeola idae,,,,,,,TRUE,,,,,,,,,,,,,,,,,TRUE,TRUE,43,85,avibase-EA2C460A,Madagascar Pond Heron Ardeola idae MM,,
308,Ardeidae,"Herons, Egrets and Bitterns",Rufous-bellied Heron,Ardeola rufiventris,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,44,86,avibase-AEB2DA9B,Rufous-bellied Heron Ardeola rufiventris,,
309,Ardeidae,"Herons, Egrets and Bitterns",Cattle Egret,Bubulcus ibis,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,37,87,avibase-AB1CB216,(Western) Cattle Egret Bubulcus ibis am,am,
310,Ardeidae,"Herons, Egrets and Bitterns",Grey Heron,Ardea cinerea,,,,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,TRUE,48,88,avibase-6429024D,"Grey Heron Ardea cinerea am, pm","am, pm",
311,Ardeidae,"Herons, Egrets and Bitterns",Black-headed Heron,Ardea melanocephala,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,51,89,avibase-25A648FE,Black-headed Heron Ardea melanocephala,,
312,Ardeidae,"Herons, Egrets and Bitterns",Goliath Heron,Ardea goliath,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,50,90,avibase-C7888A15,Goliath Heron Ardea goliath,,
313,Ardeidae,"Herons, Egrets and Bitterns",Purple Heron,Ardea purpurea,,,,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,TRUE,49,91,avibase-3395DCF1,Purple Heron Ardea purpurea (pm),,
314,Ardeidae,"Herons, Egrets and Bitterns",Great White Egret,Ardea alba,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,47,92,avibase-49D9148A,Great White Egret Ardea alba,Called Casmerodius albus and Great Egret in the 1996 list,
315,Ardeidae,"Herons, Egrets and Bitterns",Yellow-billed Egret,Egretta intermedia,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,46,93,avibase-C3ABF863,Yellow-billed (Intermediate) Egret Ardea intermedia,,Sometimes split from Asian Intermediate Egret as Yellow-billed Egret A. brachyrhynchus
316,Ardeidae,"Herons, Egrets and Bitterns",Black Heron,Egretta ardesiaca,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,41,94,avibase-74853F89,Black Egret (Heron) Egretta ardesiaca ,,
317.1,Ardeidae,"Herons, Egrets and Bitterns",Little Egret,Egretta garzetta,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,38,95,avibase-F2858F9F,Little Egret Egretta garzetta,,
317.2,Ardeidae,"Herons, Egrets and Bitterns",Western Reef Egret,Egretta (garzetta) gularis,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,40,96,avibase-DF32B1F9,Western Reef Egret Egretta (g.) gularis AM,,
317.3,Ardeidae,"Herons, Egrets and Bitterns",Dimorphic Egret, Egretta (garzetta) dimorpha,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,39,97,avibase-7C15B36B,Dimorphic Egret Egretta (g.) dimorpha,,
318,Threskiornithidae,Ibises and Spoonbills,Sacred Ibis,Threskiornis aethiopicus,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,61,73,avibase-550DE745,Sacred Ibis Threskiornis aethiopicus,,
319,Threskiornithidae,Ibises and Spoonbills,Eurasian Spoonbill,Platalea leucorodia,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,,,TRUE,TRUE,66,77,avibase-A0A584C1,Eurasian Spoonbill Platalea leucorodia VP NRR,,
320,Threskiornithidae,Ibises and Spoonbills,African Spoonbill,Platalea alba,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,67,78,avibase-F86BB1D3,African Spoonbill Platalea alba,,
321,Threskiornithidae,Ibises and Spoonbills,Olive Ibis,Bostrychia olivacea,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,63,74,avibase-23ACB56E,Olive Ibis Bostrychia olivacea,,
322,Threskiornithidae,Ibises and Spoonbills,Hadada Ibis,Bostrychia hagedash,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,62,75,avibase-CAFBA217,Hadada Ibis Bostrychia hagedash,,
323,Threskiornithidae,Ibises and Spoonbills,Glossy Ibis,Plegadis falcinellus,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,TRUE,65,76,avibase-D4540F88,Glossy Ibis Plegadis falcinellus am pm,,
324,Fregatidae,Frigatebirds,Great Frigatebird,Fregata minor,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,29,99,avibase-788EBCAB,Greater Frigatebird Fregata minor IO,IO,
325,Fregatidae,Frigatebirds,Lesser Frigatebird,Fregata ariel,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,30,100,avibase-09ED7E92,Lesser Frigatebird Fregata ariel IO,,
326,Fregatidae,Frigatebirds,Christmas Island Frigatebird,Fregata andrewsi,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,avibase-67200E8E,Christmas Island Frigatebird Fregata andrewsi IO Rar.,,
327,Sulidae,Boobies,Masked Booby,Sula dactylatra,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,23,105,avibase-22D1B4A2,Masked Booby Sula dactylatra IO,IO,
328,Sulidae,Boobies,Red-footed Booby,Sula sula,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,25,106,avibase-0A4609D1,Red-footed Booby Sula sula IO,,
329,Sulidae,Boobies,Brown Booby,Sula leucogaster,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,24,107,avibase-5EC21767,Brown Booby Sula leucogaster IO,IO,
330,Phalacrocoracidae,Cormorants,Long-tailed (Reed) Cormorant ,Microcarbo africanus,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,27,108,avibase-E255DCE1,Long-tailed (Reed) Cormorant Microcarbo africanus,,Formerly Reed Cormorant  Phalacrocorax africanus
331,Phalacrocoracidae,Cormorants,Great Cormorant,Phalacrocorax carbo,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,26,109,avibase-3DF5C587,Great Cormorant Phalacrocorax carbo,,
332,Anhingidae,Darters,African Darter,Anhinga rufa,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,28,110,avibase-5C7936A7,African Darter Anhinga rufa,,
333,Sagittariidae,Secretarybird,Secretarybird,Sagittarius serpentarius,,,,,,,,,,,,,,,,,,,,,,,,,,95,130,avibase-DCBCCEB8,Secretarybird Sagittarius serpentarius ,,
334,Pandionidae,Ospreys,Osprey,Pandion haliaetus,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,96,131,avibase-1327AC55,(Western) Osprey Pandion haliaetus PM,,Formerly listed with Accipitridae
335,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Black-shouldered (Black-winged) Kite,Elanus caeruleus,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,100,135,avibase-97C47F3E,Black-shouldered (Black-winged) Kite Elanus caeruleus (am),,
336,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",African Swallow-tailed Kite,Chelictinia riocourii,,,,,,,,,,,,,,,,,,,,,,,,,,101,136,avibase-22832FF4,African Swallow-tailed (Scissor-tailed) Kite Chelictinia riocourii,,
337,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",European Honey Buzzard,Pernis apivorus,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,98,133,avibase-ED5A7E8F,European Honey Buzzard Pernis apivorus PM,,
338,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Crested (Oriental) Honey Buzzard,Pernis ptilorhynchus,,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,avibase-1192205B,Crested (Oriental) Honey Buzzard Pernis ptilorhynchus VO Rar.,,
339,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",African Cuckoo Hawk,Aviceda cuculoides,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,97,132,avibase-648936C0,African Cuckoo Hawk Aviceda cuculoides am,,
340,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",African Harrier Hawk (Gymnogene),Polyboroides typus,,,,,,,,,,,,,,,,,,,,,,,,,,117,158,avibase-C505EA72,African Harrier Hawk (Gymnogene) Polyboroides typus,Often called by the Afrikaans name Gymnogene,
341,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Palm-nut Vulture,Gypohierax angolensis,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,144,139,avibase-14885C18,Palm-nut Vulture Gypohierax angolensis,,
342,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Lammergeier,Gypaetus barbatus,,,,,,,,,,,,,,,,,,,,,,,,,,103,140,avibase-81DB7410,Lammergeier (Bearded Vulture) Gypaetus barbatus ,,
343,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Egyptian Vulture,Neophron percnopterus,,,,,,,,,,,,,,,,,,,,,,,,,,104,141,avibase-6D3480A6,Egyptian Vulture Neophron percnopterus ,,
344,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Bateleur ,Terathopius ecaudatus ,,,,,,,,,,,,,,,,,,,,,,,,,,115,153,avibase-6CBD8724,Bateleur Terathopius ecaudatus ,,
345,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Short-toed Snake Eagle,Circaetus gallicus,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,110,147,avibase-8372FFBA,Short-toed Snake Eagle Circaetus gallicus VP Rar.,,
346,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Beaudouin’s Snake Eagle,Circaetus beaudouini ,,,,,,,,,,,,,,,,,,,,,,,,,,110.5,148,avibase-F4E78AFA,Beaudouin’s Snake Eagle Circaetus beaudouini ,,
347,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Black-chested Snake Eagle,Circaetus pectoralis,,,,,,,,,,,,,,,,,,,,,,,,,,111,149,avibase-BF553D32,Black-chested Snake Eagle Circaetus pectoralis,,
348,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Brown Snake Eagle,Circaetus cinereus,,,,,,,,,,,,,,,,,,,,,,,,,,112,150,avibase-6904D83F,Brown Snake Eagle Circaetus cinereus,,
349,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Southern Banded Snake Eagle,Circaetus fasciolatus,,,,,,,,,,,,,,,,,,,,,,,,,,113,151,avibase-9F2839A9,Southern Banded Snake Eagle Circaetus fasciolatus ,,
350,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Western Banded Snake Eagle,Circaetus cinerascens,,,,,,,,,,,,,,,,,,,,,,,,,,114,152,avibase-4327F813,Western Banded Snake Eagle Circaetus cinerascens,Called simply Banded Snake Eagle in the 1996 list,
351,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",White-headed Vulture,Trigonoceps occipitalis,,,,,,,,,,,,,,,,,,,,,,,,,,109,145,avibase-93D7EC56,White-headed Vulture Trigonoceps occipitalis ,,
352,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Hooded Vulture,Necrosyrtes monachus,,,,,,,,,,,,,,,,,,,,,,,,,,105,142,avibase-131038AD,Hooded Vulture Necrosyrtes monachus,,
353,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",White-backed Vulture,Gyps africanus,,,,,,,,,,,,,,,,,,,,,,,,,,106,143,avibase-0419DDC2,White-backed Vulture Gyps africanus ,,
354,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Rüppell’s Vulture,Gyps rueppellii ,,,,,,,,,,,,,,,,,,,,,,,,,,107,144,avibase-76B512B1,Rüppell’s Vulture Gyps rueppellii ,,
355,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Lappet-faced Vulture,Torgos tracheliotos,,,,,,,,,,,,,,,,,,,,,,,,,,108,146,avibase-672EA454,Lappet-faced Vulture Torgos tracheliotos ,,
356,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Bat Hawk,Macheiramphus alcinus,,,,,,,,,,,,,,,,,,,,,,,,,,99,134,avibase-DAE4C523,Bat Hawk Macheiramphus alcinus,,
357,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Crowned Eagle,Stephanoaetus coronatus,,,,,,,,,,,,,,,,,,,,,,,,,,157,189,avibase-1E3B3515,Crowned Eagle Stephanoaetus coronatus,Called the African Crowned Eagle in the 1996 list,
358,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Martial Eagle,Polemaetus bellicosus,,,,,,,,,,,,,,,,,,,,,,,,,,158,186,avibase-FDA2E4A3,Martial Eagle Polemaetus bellicosus ,Near Threatened,
359,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Long-crested Eagle,Lophaetus occipitalis,,,,,,,,,,,,,,,,,,,,,,,,,,155,187,avibase-14B9664A,Long-crested Eagle Lophaetus occipitalis,,
360,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Lesser Spotted Eagle,Clanga pomarina,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,145,176,avibase-C2565B65,Lesser Spotted Eagle Clanga pomarina PM,,
361,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Greater Spotted Eagle,Clanga clanga,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,146,177,avibase-BAC4CA22,Greater Spotted Eagle Clanga clanga PM,,
362,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Tawny Eagle,Aquila rapax,,,,,,,,,,,,,,,,,,,,,,,,,,147,178,avibase-F6D547B2,Tawny Eagle Aquila rapax,,
363,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Steppe Eagle,Aquila nipalensis,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,148,179,avibase-A635F565,Steppe Eagle Aquila nipalensis PM,,
364,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Eastern Imperial Eagle,Aquila heliaca,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,149,180,avibase-469DCF57,Eastern Imperial Eagle Aquila heliaca PM,,
365,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Verreaux's Eagle,Aquila verreauxii,,,,,,,,,,,,,,,,,,,,,,,,,,151,181,avibase-14F13C32,Verreaux’s Eagle Aquila verreauxii,,
366,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",African Hawk Eagle,Aquila spilogaster,,,,,,,,,,,,,,,,,,,,,,,,,,152,183,avibase-9A418C45,African Hawk Eagle Aquila spilogaster,This and the next two species were in Hieraaetus in the 1996 list,
367,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Cassin's Hawk Eagle,Aquila africana,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,156,188,avibase-51FD3E3C,Cassin’s Hawk Eagle Aquila africana Rar.,,
368,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",Wahlberg’s Eagle, Hieraaetus wahlbergi,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,150,182,avibase-535F3C99,Wahlberg’s Eagle Hieraaetus wahlbergi AM,,
