ID,Sequence,SAFRING_No,avibase_id,ADU_No,Odr,Family,Genus,Species,Common_family,Common_group,Common_species,Split status,UO comment,BL comment,,
1641,2583,998,avibase-DEF2D638,0,Passeriformes,Estrildidae,Nesospiza,wilkinsi,"Buntings, New World Sparrows and allies",Finch,Wilkins's,,,,,
270,600,999,avibase-0712580C,0,Gruiformes,Rallidae,Atlantisia,rogersi,"Rails, Crakes and Coots",Rail,Inaccessible Island ,,,,,
2526,2526,1000,avibase-634F5756,1000,Passeriformes,Viduidae,Vidua,codringtoni,"Indigobirds, Whydahs",Indigobird,Zambezi,,,,,
2376,1114,1002,avibase-F79F09E1,4147,Ciconiiformes,Diomedeidae,Thalassarche,bulleri,Albatrosses,Albatross,Buller's,,,,,
1306,1541,1003,avibase-86BC7EC3,0,Passeriformes,Sturnidae,Lamprotornis,iris,"Starlings, Rhabdornis",Starling,Emerald,,,,,
1826,1474,1004,avibase-06DD9D95,898,Passeriformes,Muscicapidae,Phoenicurus,phoenicurus,"Chats, Old World Flycatchers (320)",Redstart,Common,,,,,
2285,555,1005,avibase-5788552B,897,Columbiformes,Columbidae,Streptopelia,turtur,"Pigeons, Doves",Dove,European Turtle,,,,,
12,830,1006,avibase-DB376A66,0,Falconiformes,Accipitridae,Accipiter,nisus,"Kites, Hawks and Eagles",Sparrowhawk,Eurasian,,,,,
1436,2368,1007,avibase-14CFB78A,0,Passeriformes,Motacillidae,Macronyx,fuelleborni,"Wagtails, Pipits",Longclaw,Fülleborn's,,,,,
2433,687,1008,avibase-6EB81C98,908,Charadriiformes,Scolopacidae,Tringa,melanoleuca,"Sandpipers, Snipes",Yellowlegs,Greater,,,,,
1380,672,1009,avibase-93013964,893,Charadriiformes,Scolopacidae,Limosa,haemastica,"Sandpipers, Snipes",Godwit,Hudsonian,,,,,
1679,1458,1010,avibase-E6C6F746,0,Passeriformes,Muscicapidae,Oenanthe,isabellina,"Chats, Old World Flycatchers (320)",Wheatear,Isabelline,,,,,
355,1047,1011,avibase-F501ED18,0,Ciconiiformes,Procellariidae,Bulweria,fallax,"Petrels, Shearwaters",Petrel,Jouanin's,,,,,
1813,1084,1012,avibase-98FB6D4B,910,Ciconiiformes,Diomedeidae,Phoebastria,immutabilis,Albatrosses,Albatross,Laysan,,,,,
1092,1028,1013,avibase-09ED7E92,0,Ciconiiformes,Fregatidae,Fregata,ariel,Frigatebirds,Frigatebird,Lesser,,,,,
2431,685,1014,avibase-2C7A2673,902,Charadriiformes,Scolopacidae,Tringa,flavipes,"Sandpipers, Snipes",Yellowlegs,Lesser,,,,,
933,987,1015,avibase-11512CF4,930,Ciconiiformes,Ardeidae,Egretta,caerulea,"Herons, Bitterns",Heron,Little Blue,,,,,
114,75,1016,avibase-85625D75,891,Anseriformes,Anatidae,Anas,platyrhynchos,"Ducks, Geese and Swans",,Mallard,,,,,
60,61,1017,avibase-E1714A09,927,Anseriformes,Anatidae,Aix,galericulata,"Ducks, Geese and Swans",Duck,Mandarin,,,,,
2622,1102,1018,avibase-66B9C64F,0,Ciconiiformes,Procellariidae,Puffinus,atrodorsalis,,Shearwater,Mascarene,,,,,
1667,1070,1019,avibase-6AA236DD,0,Ciconiiformes,Hydrobatidae,Oceanodroma,matsudairae,,Storm Petrel,Matsudaira's,,,,,
1058,924,1020,avibase-F3DA111C,0,Falconiformes,Falconidae,Falco,columbarius,"Caracaras, Falcons",,Merlin,,,,,
1776,13,1021,avibase-A8C34DC9,907,Galliformes,Phasianidae,Pavo,cristatus,Pheasants and allies,Peafowl,Indian,,,,,
1077,1390,1022,avibase-6E352E18,0,Passeriformes,Muscicapidae,Ficedula,hypoleuca,"Chats, Old World Flycatchers (320)",Flycatcher,European Pied,,,,,
1690,1469,1023,avibase-2FB34D83,0,Passeriformes,Muscicapidae,Oenanthe,pleschanka,"Chats, Old World Flycatchers (320)",Wheatear,Pied,,,,,
2048,390,1024,avibase-109000B4,0,Psittaciformes,Psittacidae,Psittacula,cyanocephala,African & New World Parrots,Parakeet,Plum-headed,,,,,
1536,899,1025,avibase-451D6FC8,0,Falconiformes,Accipitridae,Milvus,milvus,"Kites, Hawks and Eagles",Kite,Red,,,,,
2296,959,1027,avibase-0A4609D1,0,Ciconiiformes,Sulidae,Sula,sula,"Gannets, Boobies",Booby,Red-footed,,,,,
153,2274,1028,avibase-319D044A,903,Passeriformes,Motacillidae,Anthus,cervinus,"Wagtails, Pipits",Pipit,Red-throated,,,,,
1169,883,1029,avibase-76B512B1,0,Falconiformes,Accipitridae,Gyps,rueppelli,,Vulture,Rüppell's,,,,,
281,1014,1030,avibase-47C7FDFD,0,Pelecaniformes,Balaenicipitidae,Balaeniceps,rex,Shoebill,,Shoebill,,,,,
2518,738,1031,avibase-F5E92B22,0,Charadriiformes,Charadriidae,Vanellus,spinosus,Plovers,Lapwing,Spur-winged,,,,,
85,2261,1032,avibase-F30FC757,0,Passeriformes,Estrildidae,Amandava,amandava,"Waxbills, Munias and allies",Avadavat,Red,,,,,
428,1050,1033,avibase-13B165A3,0,Ciconiiformes,Procellariidae,Calonectris,leucomelas,"Petrels, Shearwaters",Shearwater,Streaked,,,,,
1509,303,1034,avibase-03C4A0C9,905,Coraciiformes,Meropidae,Merops,albicollis,Bee-eaters,Bee-eater,White-throated,,,,,
46,568,1035,avibase-A6720AF5,912,Gruiformes,Otididae,Afrotis,afraoides,Bustards,Korhaan,Northern Black,,,,,
499,364,1036,avibase-4B2A7A35,946,Cuculiformes,Centropodidae,Centropus,superciliosus,Cuckoos,Coucal,White-browed,,,,,
395,2097,1037,avibase-D5272A4C,936,Passeriformes,Alaudidae,Calendulauda,barlowi,,Lark,Barlow's,,,,,
527,1332,1038,avibase-CB9159AF,612,Passeriformes,Chaetopidae,Chaetops,aurantius,Thrushes,Rockjumper,Drakensberg,,,,,
1961,725,1039,avibase-07C11CF3,253,Charadriiformes,Charadriidae,Pluvialis,fulva,Plovers,Plover,Pacific Golden,,,,,
2615,955,1040,,0,Ciconiiformes,Sulidae,Morus,capensis/serrator,,Gannet,Hybrid Cape/Australian,,,,,
2099,1090,1041,avibase-AE186136,0,Ciconiiformes,Procellariidae,Pterodroma,nigripennis,,Petrel,Black-winged,,,,,
2597,391,1042,avibase-69F1E2FC,0,Psittaciformes,Psittacidae,Psittacula,eques,,Parakeet,Echo,,Retire and replaced by #1662,,,
752,1191,1043,avibase-C9ECEF90,0,Passeriformes,Coraciidae,Coracina,typica,Cuckooshrikes,Cuckooshrike,Mauritius,,,,,
2121,1746,1044,avibase-F9E37510,0,Passeriformes,Pycnonotidae,Pycnonotus,jocosus,Bulbuls,Bulbul,Red-whiskered,,,,,
2368,1316,1045,avibase-3E4F1ABF,0,Passeriformes,Monarchidae,Terpsiphone,bourbonnensis,Monarchs,Flycatcher,Mascarene Paradise,,,,,
2682,1879,1046,avibase-68B28107,0,Passeriformes,Zosteropidae,Zosterops,borbonicus,White-eyes,White-eye,Reunion Grey ,,,,,
1082,2343,1047,avibase-F7DFA41B,1047,Passeriformes,Ploceidae,Foudia,madagascariensis,"Weavers, Widowbirds",Fody,Red,,,,,
1084,2345,1048,avibase-2F37FD05,1048,Passeriformes,Ploceidae,Foudia,rubra,"Weavers, Widowbirds",Fody,Mauritius,,,,,
2008,1860,1049,avibase-36261312,941,Passeriformes,Cisticolidae,Prinia,hypoxantha,Cisticolas and allies,Prinia,Drakensberg,,,,,
1420,187,1050,avibase-724266B4,0,Piciformes,Lybiidae,Lybius,melanopterus,,Barbet,Brown-breasted,,,,,
2692,2110,1051,avibase-FC0A1D95,0,Passeriformes,Alaudidae,Eremophila,alpestris,,Lark,Horned,,retire replaced by #3946 this used by BL,retired,,
421,1401,1052,avibase-95418926,0,Passeriformes,Muscicapidae,Calliope,pectoralis,"Chats, Old World Flycatchers (320)",Rubythroat,Himalayan,,,,,
1574,2387,1053,avibase-5B0295C1,916,Passeriformes,Motacillidae,Motacilla,citreola,"Wagtails, Pipits",Wagtail,Citrine,,,,,
1854,2013,1054,avibase-F9F4B04D,0,Passeriformes,Sylviidae,Phylloscopus,collybita,Sylviid Babblers,Chiffchaff,Common,,,,,
1851,2009,1055,avibase-E0C31BA6,0,Passeriformes,Sylviidae,Phylloscopus,affinis,Sylviid Babblers,Warbler,Tickell's Leaf,,,,,
2033,2496,1056,avibase-0158561B,0,Passeriformes,Prunellidae,Prunella,rubeculoides,Accentors,Accentor,Robin,,,,,
167,2288,1057,avibase-6137BE25,0,Passeriformes,Motacillidae,Anthus,roseatus,"Wagtails, Pipits",Pipit,Rosy,,,,,
2652,1535,1058,,0,Passeriformes,Sturnidae,Buphagus,africanus/erythrorhynchus,,Oxpecker,Hybrid Yellow/Red-billed,,,,,
2705,2281,1059,avibase-CEAB6D13,920,Passeriformes,Motacillidae,Anthus,vaalensis vaalensis,"Wagtails, Pipits",Pipit,Long-tailed,,,,,
2638,1378,1060,,0,Passeriformes,Muscicapidae,Cossypha,natalensis/dichroa,,Robin-Chat,Hybrid Red-capped/Chorister,,,,,
2607,823,1061,avibase-26AB1AE4,0,Falconiformes,Accipitridae,Accipiter,francesiae griveaudi,,Sparrowhawk,Grand Comoro,,,,,
770,284,1062,avibase-4F94B89C,0,Coraciiformes,Alcedinidae,Corythornis,leucogaster,,Kingfisher,White-bellied,,,,,
1579,1422,1063,avibase-77F0C62C,0,Passeriformes,Muscicapidae,Muscicapa,aquatica,"Chats, Old World Flycatchers (320)",Flycatcher,Swamp,,,,,
325,1926,1064,avibase-8CA1A851,0,Passeriformes,Sylviidae,Bradypterus,carpalis,Sylviid Babblers,Warbler,White-winged Swamp,,,,,
1937,2478,1065,avibase-36C24C3D,0,Passeriformes,Ploceidae,Ploceus,pelzelni,"Weavers, Widowbirds",Weaver,Slender-billed,,,,,
819,2609,1066,avibase-E16846C3,0,Passeriformes,Fringillidae,Crithagra,capistrata,Finches,Canary,Black-faced,,,,,
386,1934,1067,avibase-25F4FE96,0,Passeriformes,Sylviidae,Calamonastides,gracilirostris,Sylviid Babblers,Warbler,Papyrus Yellow,,,,,
878,2254,1068,avibase-6DE16262,0,Passeriformes,Nectariniidae,Cyanomitra,verticalis,Sunbirds,Sunbird,Green-headed,,,,,
1080,2341,1069,avibase-8DE8976D,1069,Passeriformes,Ploceidae,Foudia,eminentissima,"Weavers, Widowbirds",Fody,Comoros,,,,,
1236,1708,1070,avibase-5089E131,0,Passeriformes,Pycnonotidae,Hypsipetes,madagascariensis,Bulbuls,Bulbul,Malagasy,,,,,
905,1207,1071,avibase-0EC8C471,0,Passeriformes,Dicruridae,Dicrurus,aldabranus,Drongos,Drongo,Aldabra,,"Use this, Retire #13631",,,
925,605,1072,avibase-41D9C3F5,0,Passeriformes,Malaconotidae,Dryolimnas,cuvieri,"Rails, Crakes and Coots",Rail,White-throated,,,,,
633,2241,1073,avibase-D7C2EAB8,0,Passeriformes,Nectariniidae,Cinnyris,sovimanga,Sunbirds,Sunbird,Souimanga,,,,,
1639,550,1074,avibase-CDDEA7EB,0,Columbiformes,Columbidae,Nesoenas,picturatus,,Dove,MalagasyTurtle,,,,,
2564,1886,1075,avibase-DA296953,0,Passeriformes,Zosteropidae,Zosterops,maderaspatanus,White-eyes,White-eye,Malagasy,,,,,
2649,1508,1076,,0,Passeriformes,Turdidae,Turdus,olivaceus/libonyana,,Thrush,Hybrid Olive/Kurrichane,,,,,
2270,808,1077,,0,Charadriiformes,Laridae,Sterna,vittata x virgata,,Tern,Hybrid Antarctic x Kerguelen,,,,,
579,781,1078,avibase-27CE7132,926,Charadriiformes,Laridae,Chroicocephalus,genei,"Gulls, Terns and Skimmers",Gull,Slender-billed,,,,,
2377,1115,1079,avibase-65882F71,955,Ciconiiformes,Diomedeidae,Thalassarche,carteri,Albatrosses,Albatross,Indian Yellow-nosed,,,,,
916,1052,1080,avibase-1048BC8A,1080,Ciconiiformes,Diomedeidae,Diomedea,dabbenena,Albatrosses,Albatross,Tristan,,,,,
2383,1113,1081,avibase-25428EB1,1081,Ciconiiformes,Diomedeidae,Thalassarche,salvini,Albatrosses,Albatross,Salvin's,,,,,
1053,919,1082,avibase-36C7BFDE,0,Falconiformes,Falconidae,Falco,araeus,,Kestrel,Seychelles,,,,,
1342,1139,1083,avibase-E4968582,0,Passeriformes,Laniidae,Lanius,cristatus,Shrikes,Shrike,Brown,,,,,
2218,1487,1084,avibase-CD0DE547,0,Passeriformes,Muscicapidae,Sheppardia,bocagei,"Chats, Old World Flycatchers (320)",Akalat,Bocage's,,,,,
786,1385,1085,avibase-0AF8F76D,0,Passeriformes,Muscicapidae,Cossypha,polioptera,"Chats, Old World Flycatchers (320)",Robin-Chat,Grey-winged,,,,,
1833,1722,1086,avibase-3029C547,0,Passeriformes,Pycnonotidae,Phyllastrephus,cabanisi,Bulbuls,Greenbul,Cabanis's,,,,,
2276,1446,1087,avibase-031AC7C9,0,Passeriformes,Turdidae,Stizorhina,fraseri,,Thrush,Fraser's Rufous,,,,,
873,2250,1088,avibase-ED6CD9D5,0,Passeriformes,Nectariniidae,Cyanomitra,bannermani,Sunbirds,Sunbird,Bannerman's,,,,,
1000,2315,1089,avibase-1E79A7D7,0,Passeriformes,Estrildidae,Estrilda,melpoda,"Waxbills, Munias and allies",Waxbill,Orange-cheeked,,,,,
1004,2317,1090,avibase-1066028B,0,Passeriformes,Estrildidae,Estrilda,paludicola,"Waxbills, Munias and allies",Waxbill,Fawn-breasted,,,,,
1860,2018,1091,avibase-A10F5F87,0,Passeriformes,Sylviidae,Phylloscopus,laurae,Sylviid Babblers,Warbler,Laura's Woodland,,,,,
911,1212,1093,avibase-5DEB4565,0,Passeriformes,Dicruridae,Dicrurus,modestus,,Drongo,Velvet-mantled,,,,,
1217,1395,1094,avibase-1D1BD2CA,0,Passeriformes,Sylviidae,Horizorhinus,dohrni,Babblers,Thrush-Babbler,Dohrn's,,,,,
96,2185,1095,avibase-4834AB04,0,Passeriformes,Nectariniidae,Anabathmis,hartlaubii,Sunbirds,Sunbird,Principe,,,,,
1940,2480,1096,avibase-CFC74E20,0,Passeriformes,Ploceidae,Ploceus,princeps,"Weavers, Widowbirds",Weaver,Principe,,,,,
2563,1875,1097,avibase-9A1A058C,0,Passeriformes,Zosteropidae,Zosterops,lugubris,White-eyes,Speirops,Black-capped,,,,,
709,838,1098,avibase-BAC4CA22,0,Falconiformes,Accipitridae,Clanga,clanga,,Eagle,Greater Spotted,,,,,
196,1777,1099,avibase-75E0430B,0,Passeriformes,Cisticolidae,Apalis,rufogularis,Cisticolas and allies,Apalis,Buff-throated,,,,,
1620,1712,1100,avibase-B7F05102,0,Passeriformes,Pycnonotidae,Neolestes,torquatus,Bulbuls,Bulbul,Black-collared,,,,,
551,716,1101,avibase-0E8EC2EA,0,Charadriiformes,Charadriidae,Charadrius,thoracicus,Plovers,Plover,Madagascan,,,,,
1505,378,1102,avibase-D17D101A,0,Psittaciformes,Psittacidae,Melopsittacus,undulatus,African & New World Parrots,,Budgerigar,,Replaces #10019,,,
184,1767,1103,avibase-0190A968,0,Passeriformes,Cisticolidae,Apalis,flavigularis,Cisticolas and allies,Apalis,Yellow-throated,,,,,
2473,1518,1104,avibase-0816917D,963,Passeriformes,Turdidae,Turdus,smithi,,Thrush,Karoo,,,,,
2468,1503,1105,avibase-3A7D7B07,962,Passeriformes,Turdidae,Turdus,olivaceus,Thrushes,Thrush,Olive,,,,,
2688,1930,1106,avibase-8160D091,0,Passeriformes,Sylviidae,Bradypterus,lopezi,,Warbler,Evergreen Forest,,"Retire, same as #652",Retired,,
326,1927,1107,avibase-523913AE,0,Passeriformes,Sylviidae,Bradypterus,cinnamomeus,Sylviid Babblers,Warbler,Cinnamon Bracken,,,,,
79,1338,1108,avibase-ECD2AB67,0,Passeriformes,Muscicapidae,Alethe,diademata,,Alethe,White-tailed,,,,,
537,1341,1109,avibase-8B7A6FE9,0,Passeriformes,Muscicapidae,Chamaetylas,poliocephala,Thrushes,Alethe,Brown-chested,,,,,
87,1915,1110,avibase-47CB67FD,0,Gruiformes,Rallidae,Amaurocichla,bocagii,Sylviid Babblers,Shorttail,Sao Tome ,,,,,
1039,1679,1111,avibase-728B225E,0,Passeriformes,Pycnonotidae,Eurillas,latirostris,Bulbuls,Greenbul,Yellow-whiskered,,,,,
2666,1682,1112,avibase-0802ADF1,10991,Passeriformes,Pycnonotidae,Arizelocichla,montana,Bulbuls,Greenbul,Cameroon,,Retire. change to #4863 Cameroon Mountain Greenbul,Retired,,
280,1688,1113,avibase-E6A0D208,0,Passeriformes,Pycnonotidae,Baeopogon,indicator,Bulbuls,Greenbul,Honeyguide,,,,,
286,1920,1114,avibase-438D0DFF,0,Passeriformes,Cisticolidae,Bathmocercus,rufus,Sylviid Babblers,Warbler,Black-faced Rufous,,,,,
322,1922,1115,avibase-AD3FBCA9,0,Passeriformes,Sylviidae,Bradypterus,bangwaensis,Sylviid Babblers,Warbler,Bangwa Forest,,,,,
534,2194,1116,avibase-2E2DE0B6,0,Passeriformes,Nectariniidae,Chalcomitra,rubescens,Sunbirds,Sunbird,Green-throated,,,,,
601,2208,1117,avibase-D2B15B3F,0,Passeriformes,Nectariniidae,Cinnyris,chloropygius,Sunbirds,Sunbird,Olive-bellied,,,,,
920,2236,1118,avibase-D33D2F6D,0,Passeriformes,Nectariniidae,Drepanorhynchus,reichenowi,Sunbirds,Sunbird,Golden-winged,,,,,
2676,1791,1119,avibase-4849AA43,,Passeriformes,Cisticolidae,Cisticola,[chubbi] discolor,,Cisticola,Brown-backed,,,,,
783,1382,1120,avibase-DB856F78,0,Passeriformes,Muscicapidae,Cossypha,isabellae,"Chats, Old World Flycatchers (320)",Robin-Chat,Mountain,,,,,
810,1703,1121,avibase-8A90BC6D,0,Passeriformes,Pycnonotidae,Criniger,chloronotus,Bulbuls,Greenbul,Eastern Bearded,,,,,
876,2253,1122,avibase-B76E3DA1,0,Passeriformes,Nectariniidae,Cyanomitra,oritis,Sunbirds,Sunbird,Cameroon,,,,,
921,2182,1124,avibase-1DEA5DEA,0,Passeriformes,Nectariniidae,Dreptes,thomensis,Sunbirds,Sunbird,Giant,,,,,
1883,1224,1125,avibase-3B66D504,0,Passeriformes,Platysteiridae,Platysteira,concreta,,Wattle-eye,Yellow-bellied,,,,,
941,1228,1126,avibase-329CF549,0,Passeriformes,Sylviidae,Elminia,albiventris,Monarchs,Flycatcher,White-bellied Crested,,,,,
943,1232,1127,avibase-56209052,0,Passeriformes,Sylviidae,Elminia,longicauda,Monarchs,Flycatcher,African Blue,,,,,
944,1230,1128,avibase-B01090EF,0,Passeriformes,Sylviidae,Elminia,nigromitrata,Monarchs,Flycatcher,Dusky Crested,,,,,
1002,2316,1129,avibase-2680F124,0,Passeriformes,Estrildidae,Estrilda,nonnula,"Waxbills, Munias and allies",Waxbill,Black-crowned,,,,,
1158,179,1130,avibase-F06B282B,0,Piciformes,Lybiidae,Gymnobucco,calvus,African Barbets,Barbet,Naked-faced,,,,,
1176,295,1131,avibase-0D8BDD35,0,Coraciiformes,Dacelonidae,Halcyon,malimbica,Kingfishers,Kingfisher,Blue-breasted,,,,,
1260,125,1132,avibase-BFF3AA65,0,Piciformes,Indicatoridae,Indicator,exilis,Honeyguides,Honeyguide,Least,,,,,
1279,1969,1133,avibase-FC1BE879,0,Passeriformes,Pellorneidae,Kakamega,poliothorax,Babblers,Babbler,Grey-chested,,,,,
1309,1555,1134,avibase-A7EA21CA,0,Passeriformes,Sturnidae,Lamprotornis,ornatus,"Starlings, Rhabdornis",Starling,Principe,,,,,
1321,1244,1135,avibase-0D6B8ACA,0,Passeriformes,Malaconotidae,Laniarius,atroflavus,Bushshrikes,Boubou,Yellow-breasted,,,,,
1352,1149,1136,avibase-892BF67B,0,Passeriformes,Laniidae,Lanius,newtoni,,Tome Fiscal,Sao,,,,,
97,2186,1137,avibase-BFA9B759,0,Passeriformes,Nectariniidae,Anabathmis,newtonii,Sunbirds,Sunbird,Newton's,,,,,
822,2581,1138,avibase-58012642,0,Passeriformes,Emberizidae,Crithagra,concolor,,Grosbeak,Sao Tome,,,,,
1637,2391,1139,avibase-BD9A8EF4,0,Passeriformes,Estrildidae,Nesocharis,shelleyi,"Waxbills, Munias and allies",Oliveback,Shelley's,,,,,
1652,2394,1140,avibase-AD1CBF5A,0,Passeriformes,Estrildidae,Nigrita,bicolor,"Waxbills, Munias and allies",Nigrita,Chestnut-breasted,,,,,
1653,2395,1141,avibase-B15F4C49,0,Passeriformes,Estrildidae,Nigrita,canicapillus,"Waxbills, Munias and allies",Nigrita,Grey-headed,,,,,
1696,1568,1142,avibase-01D755E8,0,Passeriformes,Sturnidae,Onychognathus,fulgidus,"Starlings, Rhabdornis",Starling,Chestnut-winged,,Use delete #2804,,,
1712,1272,1143,avibase-911FAD1A,0,Passeriformes,Oriolidae,Oriolus,crassirostris,"Figbirds, Orioles",Oriole,Sao Tome,,,,,
1751,2403,1144,avibase-06C33419,0,Passeriformes,Estrildidae,Parmoptila,woodhousei,"Waxbills, Munias and allies",Antpecker,Woodhouse's,,,,,
1840,1729,1145,avibase-DD741082,0,Passeriformes,Pycnonotidae,Phyllastrephus,icterinus,Bulbuls,Greenbul,Icterine,,,,,
1844,1733,1146,avibase-B6EA8FA2,0,Passeriformes,Pycnonotidae,Phyllastrephus,poensis,Bulbuls,Greenbul,Cameroon Olive,,,,,
1884,1280,1148,avibase-E15225F1,0,Passeriformes,Malaconotidae,Platysteira,cyanea,"Wattle-eyes, Batises",Wattle-eye,Brown-throated,,,,,
1918,2462,1149,avibase-9569D117,0,Passeriformes,Ploceidae,Ploceus,grandis,"Weavers, Widowbirds",Weaver,Giant,,,,,
1921,2464,1150,avibase-C649EA57,0,Passeriformes,Ploceidae,Ploceus,insignis,"Weavers, Widowbirds",Weaver,Brown-capped,,,,,
1929,2470,1151,avibase-B38CE692,0,Passeriformes,Ploceidae,Ploceus,melanogaster,"Weavers, Widowbirds",Weaver,Black-billed,,,,,
1932,2473,1152,avibase-20D915AD,0,Passeriformes,Ploceidae,Ploceus,nigerrimus,"Weavers, Widowbirds",Weaver,Vieillot's Black,,,,,
1955,2440,1153,avibase-FC6C191F,0,Passeriformes,Ploceidae,Ploceus,vitellinus,,Weaver,Vitelline Masked,,,,,
1996,1856,1154,avibase-D083C7B8,0,Passeriformes,Cisticolidae,Poliolais,lopezi,Sylviid Babblers,Warbler,White-tailed,,,,,
2004,1861,1155,avibase-01A7F964,0,Passeriformes,Cisticolidae,Prinia,bairdii,Cisticolas and allies,Prinia,Banded,,,,,
2012,1866,1156,avibase-843FF082,0,Passeriformes,Cisticolidae,Prinia,molleri,Cisticolas and allies,Prinia,Sao Tome,,,,,
2185,176,1158,avibase-C4DFB5E3,0,Piciformes,Picidae,Sasia,africana,,Piculet,African,,,,,
817,2607,1159,avibase-8E8B3DB9,0,Passeriformes,Fringillidae,Crithagra,burtoni,Finches,Seedeater,Thick-billed,,,,,
839,2628,1160,avibase-83F51B60,0,Passeriformes,Fringillidae,Crithagra,rufobrunnea,Finches,Seedeater,Principe,,,,,
2562,1874,1161,avibase-9A08376E,0,Passeriformes,Zosteropidae,Zosterops,leucophaeus,White-eyes,Speirops,Principe,,,,,
2566,1876,1162,avibase-2F6AB5CF,0,Passeriformes,Zosteropidae,Zosterops,melanocephalus,White-eyes,Cameroon Speirops,Mount,,,,,
2231,2515,1163,avibase-3817DA4A,0,Passeriformes,Estrildidae,Spermophaga,haematina,"Waxbills, Munias and allies",Bluebill,Western,,,,,
2365,1315,1164,avibase-5E520F9D,0,Passeriformes,Monarchidae,Terpsiphone,atrochalybeia,Monarchs,Flycatcher,Sao Tome Paradise,,,,,
2371,1319,1165,avibase-5A70C87A,0,Passeriformes,Monarchidae,Terpsiphone,rufiventer,Monarchs,Flycatcher,Red-bellied Paradise,,,,,
1945,2436,1166,avibase-A1709D2B,0,Passeriformes,Ploceidae,Ploceus,sanctithomae,"Weavers, Widowbirds",Weaver,Sao Tome,,,,,
2744,1512,1167,avibase-927299E4,0,Passeriformes,Turdidae,Turdus,olivaceofuscus,Thrushes,Thrush,Sao Tome,,BL use this number should replace #4195. This number was Retired here re-introduced by UO,,,
2469,1514,1168,avibase-40A2405D,0,Passeriformes,Turdidae,Turdus,pelios,Thrushes,Thrush,African,,,,,
2503,1872,1169,avibase-9180EEB6,0,Passeriformes,Cisticolidae,Urolais,epichlorus,,Longtail,Green,,,,,
2559,1883,1170,avibase-59C09710,0,Passeriformes,Zosteropidae,Zosterops,ficedulinus,White-eyes,White-eye,Principe,,,,,
2570,1877,1171,avibase-6AA90803,957,Passeriformes,Zosteropidae,Zosterops,pallidus,White-eyes,White-eye,Orange River,,,,,
2577,1881,1172,avibase-19469B66,956,Passeriformes,Zosteropidae,Zosterops,virens,White-eyes,White-eye,Cape,,,,,
1131,543,1173,avibase-91C3A5E9,0,Columbiformes,Columbidae,Geopelia,striata,"Pigeons, Doves",Dove,Zebra,,,,,
76,523,1174,avibase-576B77A3,0,Columbiformes,Columbidae,Alectroenas,pulcherrimus,,Pigeon,Seychelles Blue,,,,,
739,1370,1175,avibase-4B41D53C,0,Passeriformes,Muscicapidae,Copsychus,sechellarum,"Chats, Old World Flycatchers (320)",Magpie-Robin,Seychelles,,,,,
33,1913,1176,avibase-E0E4DFB8,0,Passeriformes,Sylviidae,Acrocephalus,sechellensis,Sylviid Babblers,Warbler,Seychelles,,,,,
607,2214,1177,avibase-8449EA0A,0,Passeriformes,Nectariniidae,Cinnyris,dussumieri,Sunbirds,Sunbird,Seychelles,,,,,
1085,2346,1178,avibase-B55985C7,1178,Passeriformes,Ploceidae,Foudia,sechellarum,"Weavers, Widowbirds",Fody,Seychelles,,,,,
1018,2325,1179,avibase-2B94D2D5,1179,Passeriformes,Ploceidae,Euplectes,aureus,"Weavers, Widowbirds",Bishop,Golden-backed,,,,,
565,1695,1180,avibase-FCA9F934,0,Passeriformes,Pycnonotidae,Chlorocichla,falkensteini,Bulbuls,Greenbul,Falkenstein's,,,,,
