ID,Sequence,SAFRING_No,avibase_id,ADU_No,Odr,Family,Genus,Species,Common_family,Common_group,Common_species,Split status,UO comment,BL comment,,
1993,389,1660,avibase-D7F9C6B5,0,Psittaciformes,Psittacidae,Poicephalus,senegalus,African & New World Parrots,Parrot,Senegal,,,,,
2049,392,1662,avibase-69F1E2FC,0,Psittaciformes,Psittacidae,Psittacula,eques,African & New World Parrots,Parakeet,Echo,,Use this. Retire #1042,,,
2051,394,1664,avibase-3DE7F2AD,0,Psittaciformes,Psittacidae,Psittacus,erithacus,African & New World Parrots,Parrot,Grey,,,,,
217,395,1666,avibase-8B5BD4F2,0,Apodiformes,Apodidae,Apus,sladeniae,Swifts,Swift,Fernando Po ,,,,,
206,397,1668,avibase-1C0A5AD9,0,Apodiformes,Apodidae,Apus,alexandri,Swifts,Swift,Cape Verde,,,,,
208,399,1670,avibase-20022FF9,0,Apodiformes,Apodidae,Apus,balstoni,Swifts,Swift,Malagasy Black ,,,,,
210,401,1672,avibase-16A54020,0,Apodiformes,Apodidae,Apus,batesi,Swifts,Swift,Bates's,,,,,
211,402,1674,avibase-45D3FD5A,0,Apodiformes,Apodidae,Apus,berliozi,Swifts,Swift,Forbes-Watson's,,,,,
215,406,1676,avibase-2103011F,0,Apodiformes,Apodidae,Apus,niansae,Swifts,Swift,Nyanza,,,,,
218,408,1678,avibase-59A5A24E,0,Apodiformes,Apodidae,Apus,unicolor,Swifts,Swift,Plain,,,,,
42,409,1680,avibase-C983661F,0,Apodiformes,Apodidae,Aerodramus,elaphrus,,Swiftlet,Seychelles,,,,,
43,410,1682,avibase-C831C041,0,Apodiformes,Apodidae,Aerodramus,francicus,,Swiftlet,Mascarene,,,,,
1607,413,1684,avibase-4CB38AE8,0,Apodiformes,Apodidae,Neafrapus,cassini,Swifts,Spinetail,Cassin's,,,,,
2153,414,1686,avibase-1E12D857,0,Apodiformes,Apodidae,Rhaphidura,sabini,Swifts,Spinetail,Sabine's,,,,,
2195,416,1688,avibase-D0ADF961,0,Apodiformes,Apodidae,Schoutedenapus,schoutedeni,Swifts,Swift,Schouteden's,,,,,
2358,419,1690,avibase-4B79BD9A,0,Apodiformes,Apodidae,Telacanthura,melanopygia,Swifts,Spinetail,Black,,,,,
2553,421,1692,avibase-B0A0EA81,0,Apodiformes,Apodidae,Zoonavena,grandidieri,Swifts,Spinetail,Madagascan,,,,,
2554,422,1694,avibase-66F1256F,0,Apodiformes,Apodidae,Zoonavena,thomensis,Swifts,Spinetail,Sao Tome,,,,,
768,423,1696,avibase-002445CB,0,Musophagiformes,Musophagidae,Corythaeola,cristata,Turacos,Turaco,Great Blue,,,,,
804,424,1698,avibase-2AA4BC58,0,Passeriformes,Pycnonotidae,Crinifer,leucogaster,Turacos,Go-away-bird,White-bellied,,,,,
805,426,1700,avibase-215428B0,0,Musophagiformes,Musophagidae,Crinifer,personatus,Turacos,Go-away-bird,Bare-faced,,,,,
806,427,1702,avibase-3C3092F9,0,Passeriformes,Pycnonotidae,Crinifer,piscator,Turacos,Plantain-eater,Western,,,,,
807,428,1704,avibase-10B14696,0,Passeriformes,Pycnonotidae,Crinifer,zonurus,Turacos,Plantain-eater,Eastern,,,,,
1114,429,1706,avibase-FE42CA06,0,Musophagiformes,Musophagidae,Gallirex,johnstoni,Turacos,Turaco,Rwenzori,,,,,
1593,432,1708,avibase-3893974C,0,Musophagiformes,Musophagidae,Musophaga,violacea,Turacos,Turaco,Violet,,,,,
2347,434,1710,avibase-12FE1ED5,951,Musophagiformes,Musophagidae,Tauraco,livingstonii,Turacos,Turaco,Livingstone's,,,,,
2340,436,1712,avibase-2226EEC4,0,Musophagiformes,Musophagidae,Tauraco,bannermani,Turacos,Turaco,Bannerman's,,,,,
2342,437,1714,avibase-91187A52,0,Musophagiformes,Musophagidae,Tauraco,erythrolophus,Turacos,Turaco,Red-crested,,,,,
2343,438,1716,avibase-D5846D2A,0,Musophagiformes,Musophagidae,Tauraco,fischeri,Turacos,Turaco,Fischer's,,,,,
2344,439,1718,avibase-94214F1C,0,Musophagiformes,Musophagidae,Tauraco,hartlaubi,Turacos,Turaco,Hartlaub's,,,,,
2345,440,1720,avibase-FF2AF138,0,Musophagiformes,Musophagidae,Tauraco,leucolophus,Turacos,Turaco,White-crested,,,,,
2346,441,1722,avibase-E1F0E4B5,0,Musophagiformes,Musophagidae,Tauraco,leucotis,Turacos,Turaco,White-cheeked,,,,,
2348,442,1724,avibase-EEC520B0,0,Musophagiformes,Musophagidae,Tauraco,macrorhynchus,Turacos,Turaco,Yellow-billed,,,,,
2349,443,1726,avibase-0B36500B,0,Musophagiformes,Musophagidae,Tauraco,persa,Turacos,Turaco,Guinea,,,,,
2351,444,1728,avibase-F9A59545,0,Musophagiformes,Musophagidae,Tauraco,ruspolii,Turacos,Turaco,Ruspoli's,,,,,
2353,445,1730,avibase-C9A1C773,0,Musophagiformes,Musophagidae,Tauraco,schuettii,Turacos,Turaco,Black-billed,,,,,
1812,446,1732,vibase-07C0389D,0,Strigiformes,Tytonidae,Phodilus,prigoginei,Barn Owls,Owl,Congo Bay,,,,,
2599,449,1734,avibase-E15B4D3F,0,Strigiformes,Tytonidae,Tyto,alba detorta,,Owl,Cape Verde Barn,,,,,
2490,450,1736,avibase-BDD10FB1,0,Strigiformes,Tytonidae,Tyto,soumagnei,Barn Owls,Owl,Red,,,,,
261,451,1738,avibase-250123FB,0,Strigiformes,Strigidae,Asio,abyssinicus,Owls,Owl,Abyssinian,,,,,
263,453,1740,avibase-8F123A11,0,Strigiformes,Strigidae,Asio,flammeus,Owls,Owl,Short-eared,,,,,
264,454,1742,avibase-D3DBC5EE,0,Strigiformes,Strigidae,Asio,madagascariensis,Owls,Owl,Madagascan,,,,,
265,455,1744,avibase-FC4D40D2,0,Strigiformes,Strigidae,Asio,otus,Owls,Owl,Long-eared,,,,,
268,456,1746,avibase-9A7B268C,0,Strigiformes,Strigidae,Athene,noctua,Owls,Owl,Little,,,,,
339,457,1748,avibase-9FD4D3D9,0,Strigiformes,Strigidae,Bubo,ascalaphus,Owls,Eagle-Owl,Pharaoh,,,,,
347,458,1750,avibase-2EB9470D,0,Strigiformes,Strigidae,Bubo,poensis vosseleri,,Eagle-Owl,Usambara,,,,,
340,460,1752,avibase-5516AEB3,0,Strigiformes,Strigidae,Bubo,bubo,Owls,Eagle-Owl,Eurasian,,,,,
342,462,1754,avibase-0018A99B,0,Strigiformes,Strigidae,Bubo,cinerascens,Owls,Eagle-Owl,Greyish,,,,,
344,464,1756,avibase-B55D5658,0,Strigiformes,Strigidae,Bubo,leucostictus,Owls,Eagle-Owl,Akun,,,,,
345,465,1758,avibase-733CBE2A,0,Strigiformes,Strigidae,Bubo,poensis,Owls,Eagle-Owl,Fraser's,,,,,
346,466,1760,avibase-AFF21113,0,Strigiformes,Strigidae,Bubo,shelleyi,Owls,Eagle-Owl,Shelley's,,,,,
1145,470,1762,avibase-9C464D6F,0,Strigiformes,Strigidae,Glaucidium,sjostedti,Owls,Owlet,Sjöstedt's Barred,,,,,
1146,471,1764,avibase-E05A96F3,0,Strigiformes,Strigidae,Glaucidium,tephronotum,Owls,Owlet,Red-chested,,,,,
1276,472,1766,avibase-15A1DBE8,0,Strigiformes,Strigidae,Jubula,lettii,Owls,Owl,Maned,,,,,
2600,473,1768,avibase-8874AA69,0,Strigiformes,Strigidae,Athene,superciliaris,Owls,Owl,White-browed,,,,,
1723,475,1770,avibase-08C90B0F,0,Gruiformes,Otididae,Otus,brucei,Owls,Scops Owl,Pallid,,,,,
2632,1227,1771,avibase-7DC78D7A,0,Passeriformes,Platysteiridae,Platysteira,jamesoni,,Wattle-eye,Jameson's,,,,,
1724,476,1772,avibase-427BC65A,0,Gruiformes,Otididae,Otus,capnodes,Owls,Scops Owl,Anjouan,,,,,
1725,477,1774,avibase-991885F0,0,Gruiformes,Otididae,Otus,hartlaubi,Owls,Scops Owl,Sao Tome ,,,,,
1726,478,1776,avibase-9CD0C8FE,0,Gruiformes,Otididae,Otus,icterorhynchus,Owls,Scops Owl,Sandy,,,,,
1727,479,1778,avibase-0A22AE9B,0,Gruiformes,Otididae,Otus,insularis,Owls,Scops Owl,Seychelles,,,,,
1728,480,1780,avibase-75194A63,0,Gruiformes,Otididae,Otus,ireneae,Owls,Scops Owl,Sokoke,,,,,
1729,481,1782,avibase-EDFC0AD6,0,Gruiformes,Otididae,Otus,moheliensis,Owls,Scops Owl,Moheli,,,,,
1730,482,1784,avibase-A7509E6E,0,Gruiformes,Otididae,Otus,pauliani,Owls,Scops Owl,Karthala,,,,,
1731,483,1786,avibase-1044DCBD,0,Gruiformes,Otididae,Otus,pembaensis,Owls,Scops Owl,Pemba,,,,,
1732,484,1788,avibase-C64380C6,0,Gruiformes,Otididae,Otus,rutilus,Owls,Scops Owl,Rainforest,,,,,
1733,485,1790,avibase-2C7AA154,0,Gruiformes,Otididae,Otus,scops,Owls,Scops Owl,Eurasian,,,,,
2104,487,1792,avibase-E561A180,0,Strigiformes,Strigidae,Ptilopsis,leucotis,Owls,Owl,Northern White-faced,,,,,
2206,488,1794,avibase-E0D3E4C1,0,Strigiformes,Strigidae,Scotopelia,bouvieri,Owls,Owl,Vermiculated Fishing ,,,,,
2208,490,1796,avibase-F07B8BD1,0,Strigiformes,Strigidae,Scotopelia,ussheri,Owls,Owl,Rufous Fishing ,,,,,
2287,491,1798,avibase-37A12174,0,Strigiformes,Strigidae,Strix,aluco,Owls,Owl,Tawny,,,,,
2288,492,1800,avibase-6590EFD4,0,Strigiformes,Strigidae,Strix,butleri,Owls,Owl,Omani,,,,,
1142,494,1802,avibase-AFD0411D,0,Strigiformes,Strigidae,Glaucidium,albertinum,Owls,Owlet,Albertine,,,,,
477,495,1804,avibase-4535D9AB,0,Strigiformes,Caprimulgidae,Caprimulgus,solala,Nightjars,Nightjar,Nechisar,,,,,
469,496,1806,avibase-AB8E1D95,0,Strigiformes,Caprimulgidae,Caprimulgus,nigriscapularis,,Nightjar,Black-shouldered,,,,,
456,497,1808,avibase-2F7F0244,0,Strigiformes,Caprimulgidae,Caprimulgus,aegyptius,Nightjars,Nightjar,Egyptian,,,,,
457,498,1810,avibase-CCA7AB2D,0,Strigiformes,Caprimulgidae,Caprimulgus,batesi,Nightjars,Nightjar,Bates's,,,,,
2523,499,1812,avibase-BBC51216,0,Strigiformes,Caprimulgidae,Veles,binotatus,,Nightjar,Brown,,,,,
458,500,1814,avibase-54494BCE,0,Strigiformes,Caprimulgidae,Caprimulgus,clarus,Nightjars,Nightjar,Slender-tailed,,,,,
459,501,1816,avibase-A20EA34D,0,Strigiformes,Caprimulgidae,Caprimulgus,climacurus,Nightjars,Nightjar,Long-tailed,,,,,
460,502,1818,avibase-D1D9B619,0,Strigiformes,Caprimulgidae,Caprimulgus,donaldsoni,Nightjars,Nightjar,Donaldson Smiths's,,,,,
1103,503,1820,avibase-D0AA9105,0,Strigiformes,Caprimulgidae,Gactornis,enarratus,,Nightjar,Collared,,,,,
462,505,1822,avibase-589694DD,0,Strigiformes,Caprimulgidae,Caprimulgus,eximius,Nightjars,Nightjar,Golden,,,,,
464,507,1824,avibase-E93A0F33,0,Strigiformes,Caprimulgidae,Caprimulgus,fraenatus,Nightjars,Nightjar,Sombre,,,,,
465,508,1826,avibase-7C3959D6,0,Strigiformes,Caprimulgidae,Caprimulgus,inornatus,Nightjars,Nightjar,Plain,,,,,
467,509,1828,avibase-0F8EB10D,0,Strigiformes,Caprimulgidae,Caprimulgus,madagascariensis,Nightjars,Nightjar,Madagascan,,,,,
470,511,1830,avibase-626D56E4,0,Strigiformes,Caprimulgidae,Caprimulgus,nubicus,,Nightjar,Nubian,,,,,
473,514,1832,avibase-4B58353A,0,Strigiformes,Caprimulgidae,Caprimulgus,prigoginei,Nightjars,Nightjar,Prigogine's,,,,,
474,515,1834,avibase-6CC3D04B,0,Strigiformes,Caprimulgidae,Caprimulgus,ruficollis,Nightjars,Nightjar,Red-necked,,,,,
478,517,1836,avibase-CE884D49,0,Strigiformes,Caprimulgidae,Caprimulgus,stellatus,Nightjars,Nightjar,Star-spotted,,,,,
466,519,1838,avibase-D36F4D98,0,Strigiformes,Caprimulgidae,Caprimulgus,longipennis,,Nightjar,Standard-winged,,,,,
476,521,1840,avibase-1DD39E63,0,Strigiformes,Caprimulgidae,Caprimulgus,ruwenzorii,,Nightjar,Rwenzori,,,,,
75,522,1842,avibase-F87511B3,0,Columbiformes,Columbidae,Alectroenas,madagascariensis,"Pigeons, Doves",Pigeon,Madagascan Blue,,,,,
77,524,1844,avibase-E396A643,0,Columbiformes,Columbidae,Alectroenas,sganzini,"Pigeons, Doves",Pigeon,Comoros Blue,,,,,
722,526,1846,avibase-A1B9BB88,0,Columbiformes,Columbidae,Columba,albinucha,"Pigeons, Doves",Pigeon,White-naped,,,,,
723,527,1848,avibase-DD7C4C78,0,Columbiformes,Columbidae,Columba,albitorques,"Pigeons, Doves",Pigeon,White-collared,,,,,
727,531,1850,avibase-3FC9BA60,0,Columbiformes,Columbidae,Columba,iriditorques,"Pigeons, Doves",Pigeon,Western Bronze-naped,,,,,
730,533,1852,avibase-E6393B15,0,Columbiformes,Columbidae,Columba,malherbii,"Pigeons, Doves",Pigeon,Island Bronze-naped,,,,,
731,535,1854,avibase-68E4C0D1,0,Columbiformes,Columbidae,Columba,oenas,"Pigeons, Doves",Dove,Stock,,,,,
732,536,1856,avibase-37B66CCF,0,Columbiformes,Columbidae,Columba,oliviae,"Pigeons, Doves",Pigeon,Somali,,,,,
733,537,1858,avibase-760F307A,0,Columbiformes,Columbidae,Columba,palumbus,"Pigeons, Doves",Wood Pigeon,Common,,,,,
2601,538,1860,avibase-CDDEA7EB,0,Columbiformes,Columbidae,Nesoenas,picturatus,,Dove,Malagasy Turtle,,,,,
734,539,1862,avibase-05BBFC8E,0,Columbiformes,Columbidae,Columba,pollenii,"Pigeons, Doves",Olive Pigeon,Comoros,,,,,
735,540,1864,avibase-757ABA94,0,Columbiformes,Columbidae,Columba,sjostedti,"Pigeons, Doves",Olive Pigeon,Cameroon,,,,,
736,541,1866,avibase-8288E54D,0,Columbiformes,Columbidae,Columba,thomensis,"Pigeons, Doves",Olive Pigeon,Sao Tome,,,,,
737,542,1868,avibase-1A145C89,0,Columbiformes,Columbidae,Columba,unicincta,"Pigeons, Doves",Pigeon,Afep,,,,,
2278,546,1870,avibase-0C1EFC9B,0,Columbiformes,Columbidae,Streptopelia,decaocto,"Pigeons, Doves",Dove,Eurasian Collared,,,,,
2280,548,1872,avibase-3D386DBA,0,Columbiformes,Columbidae,Streptopelia,hypopyrrha,"Pigeons, Doves",Dove,Adamawa Turtle,,,,,
2281,549,1874,avibase-8770C6A7,0,Columbiformes,Columbidae,Streptopelia,lugens,"Pigeons, Doves",Dove,Dusky Turtle,,,,,
2282,551,1876,avibase-65FE8029,0,Columbiformes,Columbidae,Streptopelia,reichenowi,"Pigeons, Doves",Dove,White-winged Collared,,,,,
2283,552,1878,avibase-273A4A2F,0,Columbiformes,Columbidae,Streptopelia,roseogrisea,"Pigeons, Doves",Dove,African Collared,,,,,
2286,556,1880,avibase-DDEF7228,0,Columbiformes,Columbidae,Streptopelia,vinacea,"Pigeons, Doves",Dove,Vinaceous,,,,,
2418,557,1882,avibase-BA5B5935,0,Columbiformes,Columbidae,Treron,australis,"Pigeons, Doves",Pigeon,Madagascan Green,,,,,
2420,559,1884,avibase-1DC1F8E7,0,Columbiformes,Columbidae,Treron,pembaensis,"Pigeons, Doves",Pigeon,Pemba Green,,,,,
2421,560,1886,avibase-8F575A0E,0,Columbiformes,Columbidae,Treron,sanctithomae,"Pigeons, Doves",Pigeon,Sao Tome,,,,,
2422,561,1888,avibase-46C90944,0,Columbiformes,Columbidae,Treron,waalia,"Pigeons, Doves",Pigeon,Bruce's Green,,,,,
2482,562,1890,avibase-72B71F11,0,Columbiformes,Columbidae,Turtur,abyssinicus,"Pigeons, Doves",Wood-Dove,Black-billed,,,,,
2484,564,1892,avibase-0CA6EE59,0,Columbiformes,Columbidae,Turtur,brehmeri,"Pigeons, Doves",Wood-Dove,Blue-headed,,,,,
243,569,1894,avibase-6A394479,0,Gruiformes,Otididae,Ardeotis,arabs,Bustards,Bustard,Arabian,,,,,
559,571,1896,avibase-1BCEB0FD,0,Gruiformes,Otididae,Chlamydotis,macqueenii,,Bustard,Macqueen's,,,,,
560,572,1898,avibase-5714C710,0,Gruiformes,Otididae,Chlamydotis,undulata,Bustards,Bustard,Houbara,,,,,
1407,573,1900,avibase-968D57F9,0,Gruiformes,Otididae,Lophotis,gindiana,,Bustard,Buff-crested,,,,,
1409,574,1902,avibase-8F3D1E6F,0,Gruiformes,Otididae,Lophotis,savilei,,Bustard,Savile's,,,,,
2602,575,1904,avibase-BE3708DD,0,Gruiformes,Otididae,Eupodotis,barrowii,,Bustard,Barrow's (Southern White-bellied),,,,,
1387,577,1906,avibase-402E7401,0,Gruiformes,Otididae,Lissotis,hartlaubii,,Bustard,Hartlaub's,,,,,
1033,578,1908,avibase-1BF89BB6,0,Gruiformes,Otididae,Eupodotis,humilis,,Brown Bustard,Little,,,,,
1627,585,1910,avibase-4971D1EF,0,Gruiformes,Otididae,Neotis,heuglinii,Bustards,Bustard,Heuglin's,,,,,
1629,587,1912,avibase-22160251,0,Gruiformes,Otididae,Neotis,nuba,Bustards,Bustard,Nubian,,,,,
1722,588,1914,avibase-C6F33176,0,Gruiformes,Otididae,Otis,tarda,Bustards,Bustard,Great,,,,,
2375,589,1916,avibase-56E3016D,0,Gruiformes,Otididae,Tetrax,tetrax,Bustards,Bustard,Little,,,,,
282,591,1918,avibase-31413BFF,0,Gruiformes,Gruidae,Balearica,pavonina,Cranes,Crane,Black Crowned ,,,,,
1153,594,1920,avibase-64DDD14D,0,Gruiformes,Gruidae,Grus,virgo,Cranes,Crane,Demoiselle,,,,,
1151,595,1922,avibase-99B8841E,0,Gruiformes,Gruidae,Grus,grus,Cranes,Crane,Common,,,,,
88,599,1924,avibase-60DB3117,0,Gruiformes,Rallidae,Amaurornis,olivieri,,Rail,Sakalava,,,,,
454,601,1926,avibase-047A7C80,0,Gruiformes,Rallidae,Canirallus,kioloides,,Rail,Madagascan Wood,,,,,
455,602,1928,avibase-AF31F966,0,Gruiformes,Rallidae,Canirallus,oculeus,"Rails, Crakes and Coots",Rail,Grey-throated,,,,,
1099,606,1930,avibase-B682B2A9,0,Gruiformes,Rallidae,Fulica,atra,"Rails, Crakes and Coots",Coot,Eurasian,,,,,
1197,611,1932,avibase-8D6E495E,0,Gruiformes,Rallidae,Himantornis,haematopus,"Rails, Crakes and Coots",Rail,Nkulengu,,,,,
2002,615,1934,avibase-9106EBE6,0,Gruiformes,Rallidae,Porzana,parva,,Crake,Little,,,,,
2144,618,1936,avibase-DE1D2DF4,0,Gruiformes,Rallidae,Rallus,aquaticus,"Rails, Crakes and Coots",Rail,Water,,,,,
2146,620,1938,avibase-DBBFE96E,0,Gruiformes,Rallidae,Rallus,madagascariensis,"Rails, Crakes and Coots",Rail,Madagascan,,,,,
2169,621,1940,avibase-5889EE23,0,Gruiformes,Rallidae,Rougetius,rougetii,"Rails, Crakes and Coots",Rail,Rouget's,,,,,
2180,626,1942,avibase-258E8923,0,Gruiformes,Rallidae,Sarothrura,insularis,"Rails, Crakes and Coots",Flufftail,Madagascan,,,,,
2182,628,1944,avibase-6EF64F69,0,Gruiformes,Rallidae,Sarothrura,pulchra,"Rails, Crakes and Coots",Flufftail,White-spotted,,,,,
2184,630,1946,avibase-E3A4AF84,0,Gruiformes,Rallidae,Sarothrura,watersi,"Rails, Crakes and Coots",Flufftail,Slender-billed,,,,,
1528,631,1948,avibase-9963109A,0,Mesitornithiformes,Mesitornithidae,Mesitornis,unicolor,Mesites,Mesite,Brown,,,,,
1529,632,1950,avibase-ABDA1FE5,0,Mesitornithiformes,Mesitornithidae,Mesitornis,variegatus,,Mesite,White-breasted,,,,,
1556,633,1952,avibase-E3662B23,0,Mesitornithiformes,Mesitornithidae,Monias,benschi,Mesites,Mesite,Subdesert,,,,,
2075,634,1954,avibase-493C4CF8,0,Galliformes,Phasianidae,Pterocles,alchata,Sandgrouse,Sandgrouse,Pin-tailed,,,,,
2078,637,1956,avibase-90194DA5,0,Charadriiformes,Pteroclidae,Pterocles,coronatus,Sandgrouse,Sandgrouse,Crowned,,,,,
2079,638,1958,avibase-70AFED2C,0,Charadriiformes,Pteroclidae,Pterocles,decoratus,Sandgrouse,Sandgrouse,Black-faced,,,,,
2080,639,1960,avibase-F5DE9155,0,Charadriiformes,Pteroclidae,Pterocles,exustus,Sandgrouse,Sandgrouse,Chestnut-bellied,,,,,
2082,641,1962,avibase-F3715F7B,0,Charadriiformes,Pteroclidae,Pterocles,lichtensteinii,Sandgrouse,Sandgrouse,Lichtenstein's,,,,,
2084,643,1964,avibase-06B41945,0,Charadriiformes,Pteroclidae,Pterocles,orientalis,Sandgrouse,Sandgrouse,Black-bellied,,,,,
2085,644,1966,avibase-AFBB3FB7,0,Charadriiformes,Pteroclidae,Pterocles,personatus,Sandgrouse,Sandgrouse,Madagascan,,,,,
2086,645,1968,avibase-461482EA,0,Charadriiformes,Pteroclidae,Pterocles,quadricinctus,Sandgrouse,Sandgrouse,Four-banded,,,,,
2087,646,1970,avibase-942BC618,0,Charadriiformes,Pteroclidae,Pterocles,senegallus,Sandgrouse,Sandgrouse,Spotted,,,,,
2332,647,1972,avibase-BDCB55F1,0,Pteroclidiformes,Pteroclididae,Syrrhaptes,paradoxus,Sandgrouse,Sandgrouse,Pallas's,,,,,
37,649,1974,avibase-0D88C072,0,Charadriiformes,Scolopacidae,Actitis,macularius,,Sandpiper,Spotted,,,,,
410,657,1976,avibase-0A0B8431,0,Charadriiformes,Scolopacidae,Calidris,maritima,"Sandpipers, Snipes",Sandpiper,Purple,,,,,
414,660,1978,avibase-F35821AA,0,Charadriiformes,Scolopacidae,Calidris,pusilla,"Sandpipers, Snipes",Sandpiper,Semipalmated,,,,,
419,664,1980,avibase-09C51FA9,968,Charadriiformes,Scolopacidae,Calidris,tenuirostris,"Sandpipers, Snipes",Knot,Great,,,,,
1109,666,1982,avibase-11B37CB0,0,Charadriiformes,Scolopacidae,Gallinago,macrodactyla,"Sandpipers, Snipes",Snipe,Madagascan,,,,,
1112,669,1984,avibase-EE61E2CA,0,Charadriiformes,Scolopacidae,Gallinago,stenura,"Sandpipers, Snipes",Snipe,Pin-tailed,,,,,
1378,671,1986,avibase-CB343E43,0,Charadriiformes,Scolopacidae,Limnodromus,scolopaceus,"Sandpipers, Snipes",Dowitcher,Long-billed,,,,,
1427,675,1988,avibase-1A15F0C6,0,Charadriiformes,Scolopacidae,Lymnocryptes,minimus,"Sandpipers, Snipes",Snipe,Jack,,,,,
1661,678,1990,avibase-7A35DE81,0,Charadriiformes,Scolopacidae,Numenius,tenuirostris,"Sandpipers, Snipes",Curlew,Slender-billed,,,,,
2203,682,1992,avibase-BFE14290,0,Charadriiformes,Scolopacidae,Scolopax,rusticola,"Sandpipers, Snipes",Woodcock,Eurasian,,,,,
2436,690,1994,avibase-D4A73324,0,Charadriiformes,Scolopacidae,Tringa,solitaria,"Sandpipers, Snipes",Sandpiper,Solitary,,,,,
39,697,1996,avibase-640D2B03,0,Charadriiformes,Jacanidae,Actophilornis,albinucha,Jacanas,Jacana,Madagascan,,,,,
359,702,1998,avibase-C7DB323E,0,Charadriiformes,Burhinidae,Burhinus,oedicnemus,"Stone-curlews, Thick-knees",Stone-curlew,Eurasian,,,,,
360,703,2000,avibase-85DF723B,0,Charadriiformes,Burhinidae,Burhinus,senegalensis,"Stone-curlews, Thick-knees",Thick-knee,Senegal,,,,,
539,705,2002,avibase-0A787822,909,Charadriiformes,Charadriidae,Anarhynchus,alexandrinus,Plovers,Plover,Kentish,,"Anarhynchus alexandrinus, new Genus",,,
550,715,2004,avibase-9EB06C93,0,Charadriiformes,Charadriidae,Anarhynchus,sanctaehelenae,Plovers,Plover,St. Helena,,new Genus,,,
547,718,2006,avibase-1FFFEF4E,0,Charadriiformes,Charadriidae,Eudromias,morinellus,Plovers,Dotterel,Eurasian,,"Eudromias morinellus, new Genus",,,
2604,719,2008,avibase-D74FDD2D,0,Charadriiformes,Haematopodidae,Haematopus,meadewaldoi †,Oystercatchers,Oystercatcher,Canary Islands,,,,,
1959,723,2010,avibase-25A20BA6,0,Charadriiformes,Scolopacidae,Pluvialis,apricaria,Plovers,Plover,European Golden,,,,,
2512,732,2012,avibase-D348C2D6,0,Charadriiformes,Charadriidae,Vanellus,gregarius,Plovers,Lapwing,Sociable,,,,,
2513,733,2014,avibase-A480FDDF,0,Charadriiformes,Charadriidae,Vanellus,leucurus,Plovers,Lapwing,White-tailed,,,,,
2515,735,2016,avibase-C76146F3,0,Charadriiformes,Charadriidae,Vanellus,melanocephalus,Plovers,Lapwing,Spot-breasted,,,,,
2519,739,2018,avibase-881C954D,0,Charadriiformes,Charadriidae,Vanellus,superciliosus,Plovers,Lapwing,Brown-chested,,,,,
2520,740,2020,avibase-D531B5D3,0,Charadriiformes,Charadriidae,Vanellus,tectus,Plovers,Lapwing,Black-headed,,,,,
2521,741,2022,avibase-F029489A,0,Charadriiformes,Charadriidae,Vanellus,vanellus,Plovers,Lapwing,Northern,,,,,
865,742,2024,avibase-DE0A72A7,0,Charadriiformes,Glareolidae,Cursorius,cursor,"Coursers, Pratincoles",Courser,Cream-colored,,,,,
867,744,2026,avibase-6091E70B,0,Charadriiformes,Glareolidae,Cursorius,somalensis,"Coursers, Pratincoles",Courser,Somali,,,,,
1134,747,2028,avibase-B21AF428,0,Charadriiformes,Glareolidae,Glareola,cinerea,"Coursers, Pratincoles",Pratincole,Grey,,,,,
1135,748,2030,avibase-3222F80F,0,Charadriiformes,Glareolidae,Glareola,maldivarum,"Coursers, Pratincoles",Pratincole,Oriental,,,,,
1963,753,2032,avibase-1B28A4B6,0,Charadriiformes,Pluvianidae,Pluvianus,aegyptius,,Plover,Egyptian,,,,,
69,757,2034,avibase-64F4DD81,0,Coraciiformes,Alcedinidae,Alca,torda,Auks,,Razorbill,,,,,
80,758,2036,avibase-B0932D89,0,Charadriiformes,Alcidae,Alle,alle,Auks,Auk,Little,,,,,
2261,764,2038,avibase-BB041C6E,0,Charadriiformes,Laridae,Stercorarius,skua,Skuas,Skua,Great,,,,,
1089,768,2040,avibase-2771624B,0,Charadriiformes,Alcidae,Fratercula,arctica,Auks,Puffin,Atlantic,,,,,
1367,770,2042,avibase-4592C07E,2042,Charadriiformes,Laridae,Larus,heuglini,,Gull,Heuglin's,,,,,
1360,772,2044,avibase-F6951FF7,0,Charadriiformes,Laridae,Larus,armenicus,"Gulls, Terns and Skimmers",Gull,Armenian,,,,,
1376,773,2046,avibase-6CDC3C9C,0,Charadriiformes,Laridae,Leucophaeus,atricilla,"Gulls, Terns and Skimmers",Gull,Laughing,,,,,
1239,774,2048,avibase-F7B9355E,0,Charadriiformes,Laridae,Ichthyaetus,audouinii,"Gulls, Terns and Skimmers",Gull,Audouin's,,,,,
1361,775,2050,avibase-93CA037F,0,Charadriiformes,Laridae,Larus,cachinnans,"Gulls, Terns and Skimmers",Gull,Caspian,,,,,
1362,776,2052,avibase-00DA9D91,0,Charadriiformes,Laridae,Larus,canus,"Gulls, Terns and Skimmers",Gull,Mew,,,,,
1363,778,2054,avibase-23863F65,0,Charadriiformes,Laridae,Larus,delawarensis,"Gulls, Terns and Skimmers",Gull,Ring-billed,,,,,
1366,782,2056,avibase-03AC32BA,0,Charadriiformes,Laridae,Larus,glaucescens,"Gulls, Terns and Skimmers",Gull,Glaucous-winged,,,,,
